Code postal de l'implantation;Libellé commune de l'implantation;Sexe;Age;Code postal du domicile légal;Libellé de la commune de domicile légal;Code INS du domicile belge;Code INS de l'arrondissement du domicile belge;Distance en km;Sum of Compte;Bxl / hors bxl logement;Lieu logement;Code postal logement;Code INS logement;Code INS Arrondissement logement
1000;BRUXELLES;Homme;24;0002;REGION FLAMANDE;(blank);(blank);75;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1000;BRUXELLES;21004;21000;0;40;Brussels;BRUXELLES;1000;21004;21000
1000;BRUXELLES;Homme;24;1030;SCHAERBEEK;21015;21000;3;19;Brussels;SCHAERBEEK;1030;21015;21000
1000;BRUXELLES;Homme;24;1040;ETTERBEEK;21005;21000;6;4;Brussels;ETTERBEEK;1040;21005;21000
1000;BRUXELLES;Homme;24;1050;IXELLES;21009;21000;8;17;Brussels;IXELLES;1050;21009;21000
1000;BRUXELLES;Homme;24;1060;SAINT-GILLES;21013;21000;7;14;Brussels;SAINT-GILLES;1060;21013;21000
1000;BRUXELLES;Homme;24;1070;ANDERLECHT;21001;21000;9;12;Brussels;ANDERLECHT;1070;21001;21000
1000;BRUXELLES;Homme;24;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;13;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1000;BRUXELLES;Homme;24;1081;KOEKELBERG;21011;21000;5;1;Brussels;KOEKELBERG;1081;21011;21000
1000;BRUXELLES;Homme;24;1082;BERCHEM SAINTE-AGATHE;21003;21000;7;2;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1000;BRUXELLES;Homme;24;1083;GANSHOREN;21008;21000;5;3;Brussels;GANSHOREN;1083;21008;21000
1000;BRUXELLES;Homme;24;1090;JETTE;21010;21000;4;9;Brussels;JETTE;1090;21010;21000
1000;BRUXELLES;Homme;24;1140;EVERE;21006;21000;3;3;Brussels;EVERE;1140;21006;21000
1000;BRUXELLES;Homme;24;1150;WOLUWE SAINT-PIERRE;21019;21000;8;6;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000
1000;BRUXELLES;Homme;24;1160;AUDERGHEM;21002;21000;10;4;Brussels;AUDERGHEM;1160;21002;21000
1000;BRUXELLES;Homme;24;1170;WATERMAEL-BOITSFORT;21017;21000;11;2;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000
1000;BRUXELLES;Homme;24;1180;UCCLE;21016;21000;11;8;Brussels;UCCLE;1180;21016;21000
1000;BRUXELLES;Homme;24;1190;FOREST;21007;21000;9;9;Brussels;FOREST;1190;21007;21000
1000;BRUXELLES;Homme;24;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;2;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000
1000;BRUXELLES;Homme;24;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;5;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000
1000;BRUXELLES;Homme;24;1300;WAVRE;25112;25000;25;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1310;LA HULPE;25050;25000;18;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1325;CHAUMONT-GISTOUX;25018;25000;32;3;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1330;RIXENSART;25091;25000;22;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;28;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1350;ORP-JAUCHE;25120;25000;47;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1380;LASNE;25119;25000;24;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1390;GREZ-DOICEAU;25037;25000;27;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1402;NIVELLES;(blank);(blank);33;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1410;WATERLOO;25110;25000;20;4;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1420;BRAINE-L'ALLEUD;25014;25000;24;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1440;BRAINE-LE-CHATEAU;25015;25000;24;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1460;ITTRE;25044;25000;29;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1470;GENAPPE;25031;25000;32;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1480;TUBIZE;25105;25000;26;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1500;HAL;23027;23000;21;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1560;HOEILAART;23033;23000;15;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1600;SINT-PIETERS-LEEUW;23077;23000;15;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1640;RHODE-SAINT-GENESE;23101;23000;16;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1700;DILBEEK;23016;23000;11;5;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1730;ASSE;23002;23000;12;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1745;OPWIJK;23060;23000;16;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1780;WEMMEL;23102;23000;5;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1790;AFFLIGEM;23105;23000;19;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1800;VILVORDE;23088;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1850;GRIMBERGEN;23025;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1860;MEISE;23050;23000;9;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;1950;KRAAINEM;23099;23000;8;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;3080;TERVUREN;24104;24000;13;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;4000;LIEGE;62063;62000;90;5;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;4040;HERSTAL;62051;62000;90;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;4460;GRACE-HOLLOGNE;62118;62000;80;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;4577;MODAVE;61041;61000;80;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;4800;VERVIERS;63079;63000;110;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;5000;NAMUR;92094;92000;59;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;5350;OHEY;92097;92000;75;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;5530;YVOIR;91141;91000;74;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;5575;GEDINNE;91054;91000;107;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;5650;WALCOURT;93088;93000;69;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;6120;HAM-SUR-HEURE-NALINNES;56086;56000;63;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;6150;ANDERLUES;56001;56000;55;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;6180;COURCELLES;52015;52000;47;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7000;MONS;53053;53000;57;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7060;SOIGNIES;55040;55000;43;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7070;LE ROEULX;55035;55000;47;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7130;BINCHE;58002;58000;55;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7160;CHAPELLE-LEZ-HERLAIMONT;52010;52000;48;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7190;ECAUSSINNES;55050;55000;39;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7500;TOURNAI;57081;57000;75;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7640;ANTOING;57003;57000;74;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7700;MOUSCRON;57096;57000;81;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7850;ENGHIEN;51067;51000;37;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7860;LESSINES;51069;51000;43;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;7900;LEUZE-EN-HAINAUT;57094;57000;62;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;9300;ALOST;41002;41000;23;3;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;9470;DENDERLEEUW;41011;41000;23;3;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;24;(blank);(blank);(blank);(blank);(blank);34;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;0002;REGION FLAMANDE;(blank);(blank);65;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1000;BRUXELLES;21004;21000;0;21;Brussels;BRUXELLES;1000;21004;21000
1000;BRUXELLES;Homme;25;1030;SCHAERBEEK;21015;21000;3;6;Brussels;SCHAERBEEK;1030;21015;21000
1000;BRUXELLES;Homme;25;1040;ETTERBEEK;21005;21000;6;2;Brussels;ETTERBEEK;1040;21005;21000
1000;BRUXELLES;Homme;25;1050;IXELLES;21009;21000;8;15;Brussels;IXELLES;1050;21009;21000
1000;BRUXELLES;Homme;25;1060;SAINT-GILLES;21013;21000;7;9;Brussels;SAINT-GILLES;1060;21013;21000
1000;BRUXELLES;Homme;25;1070;ANDERLECHT;21001;21000;9;5;Brussels;ANDERLECHT;1070;21001;21000
1000;BRUXELLES;Homme;25;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;5;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1000;BRUXELLES;Homme;25;1081;KOEKELBERG;21011;21000;5;1;Brussels;KOEKELBERG;1081;21011;21000
1000;BRUXELLES;Homme;25;1082;BERCHEM SAINTE-AGATHE;21003;21000;7;2;Brussels;BERCHEM SAINTE-AGATHE;1082;21003;21000
1000;BRUXELLES;Homme;25;1083;GANSHOREN;21008;21000;5;3;Brussels;GANSHOREN;1083;21008;21000
1000;BRUXELLES;Homme;25;1090;JETTE;21010;21000;4;4;Brussels;JETTE;1090;21010;21000
1000;BRUXELLES;Homme;25;1140;EVERE;21006;21000;3;2;Brussels;EVERE;1140;21006;21000
1000;BRUXELLES;Homme;25;1150;WOLUWE SAINT-PIERRE;21019;21000;8;3;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000
1000;BRUXELLES;Homme;25;1160;AUDERGHEM;21002;21000;10;2;Brussels;AUDERGHEM;1160;21002;21000
1000;BRUXELLES;Homme;25;1170;WATERMAEL-BOITSFORT;21017;21000;11;2;Brussels;WATERMAEL-BOITSFORT;1170;21017;21000
1000;BRUXELLES;Homme;25;1180;UCCLE;21016;21000;11;5;Brussels;UCCLE;1180;21016;21000
1000;BRUXELLES;Homme;25;1190;FOREST;21007;21000;9;11;Brussels;FOREST;1190;21007;21000
1000;BRUXELLES;Homme;25;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;5;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000
1000;BRUXELLES;Homme;25;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;4;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000
1000;BRUXELLES;Homme;25;1300;WAVRE;25112;25000;25;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1330;RIXENSART;25091;25000;22;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1350;ORP-JAUCHE;25120;25000;47;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1370;JODOIGNE;25048;25000;38;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1402;NIVELLES;(blank);(blank);33;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1410;WATERLOO;25110;25000;20;3;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1435;MONT-SAINT-GUIBERT;25068;25000;33;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1450;CHASTRE;25117;25000;38;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1470;GENAPPE;25031;25000;32;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1480;TUBIZE;25105;25000;26;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1600;SINT-PIETERS-LEEUW;23077;23000;15;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1640;RHODE-SAINT-GENESE;23101;23000;16;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1770;LIEDEKERKE;23044;23000;20;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1780;WEMMEL;23102;23000;5;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1800;VILVORDE;23088;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1830;MACHELEN;23047;23000;5;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1850;GRIMBERGEN;23025;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1860;MEISE;23050;23000;9;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1930;ZAVENTEM;23094;23000;8;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;1950;KRAAINEM;23099;23000;8;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;3080;TERVUREN;24104;24000;13;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;4000;LIEGE;62063;62000;90;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;4050;CHAUDFONTAINE;62022;62000;95;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;4190;FERRIERES;61019;61000;103;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;4420;SAINT-NICOLAS;62093;62000;86;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;4500;HUY;61031;61000;73;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;4630;SOUMAGNE;62099;62000;100;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;4845;JALHAY;63038;63000;119;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;4910;THEUX;63076;63000;110;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;4960;MALMEDY;63049;63000;128;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;5190;JEMEPPE-SUR-SAMBRE;92140;92000;51;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;5500;DINANT;91034;91000;82;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;6790;AUBANGE;81004;81000;177;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;6900;MARCHE-EN-FAMENNE;83034;83000;102;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;7000;MONS;53053;53000;57;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;7090;BRAINE-LE-COMTE;55004;55000;35;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;7140;MORLANWELZ;58004;58000;50;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;7340;COLFONTAINE;53082;53000;66;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;7850;ENGHIEN;51067;51000;37;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;7860;LESSINES;51069;51000;43;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;9300;ALOST;41002;41000;23;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;9470;DENDERLEEUW;41011;41000;23;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;9500;GRAMMONT;41018;41000;36;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;9600;RENAIX;45041;45000;57;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;25;(blank);(blank);(blank);(blank);(blank);31;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1000;BRUXELLES;21004;21000;0;31;Brussels;BRUXELLES;1000;21004;21000
1000;BRUXELLES;Homme;26;1030;SCHAERBEEK;21015;21000;3;9;Brussels;SCHAERBEEK;1030;21015;21000
1000;BRUXELLES;Homme;26;1040;ETTERBEEK;21005;21000;6;4;Brussels;ETTERBEEK;1040;21005;21000
1000;BRUXELLES;Homme;26;1050;IXELLES;21009;21000;8;11;Brussels;IXELLES;1050;21009;21000
1000;BRUXELLES;Homme;26;1060;SAINT-GILLES;21013;21000;7;10;Brussels;SAINT-GILLES;1060;21013;21000
1000;BRUXELLES;Homme;26;1070;ANDERLECHT;21001;21000;9;7;Brussels;ANDERLECHT;1070;21001;21000
1000;BRUXELLES;Homme;26;1080;MOLENBEEK SAINT-JEAN;21012;21000;6;5;Brussels;MOLENBEEK SAINT-JEAN;1080;21012;21000
1000;BRUXELLES;Homme;26;1081;KOEKELBERG;21011;21000;5;1;Brussels;KOEKELBERG;1081;21011;21000
1000;BRUXELLES;Homme;26;1090;JETTE;21010;21000;4;3;Brussels;JETTE;1090;21010;21000
1000;BRUXELLES;Homme;26;1140;EVERE;21006;21000;3;1;Brussels;EVERE;1140;21006;21000
1000;BRUXELLES;Homme;26;1150;WOLUWE SAINT-PIERRE;21019;21000;8;1;Brussels;WOLUWE SAINT-PIERRE;1150;21019;21000
1000;BRUXELLES;Homme;26;1180;UCCLE;21016;21000;11;9;Brussels;UCCLE;1180;21016;21000
1000;BRUXELLES;Homme;26;1190;FOREST;21007;21000;9;5;Brussels;FOREST;1190;21007;21000
1000;BRUXELLES;Homme;26;1200;WOLUWE SAINT-LAMBERT;21018;21000;6;3;Brussels;WOLUWE SAINT-LAMBERT;1200;21018;21000
1000;BRUXELLES;Homme;26;1210;SAINT-JOSSE-TEN-NOODE;21014;21000;4;2;Brussels;SAINT-JOSSE-TEN-NOODE;1210;21014;21000
1000;BRUXELLES;Homme;26;1340;OTTIGNIES-LOUVAIN-LA-NEUVE;25121;25000;28;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1380;LASNE;25119;25000;24;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1410;WATERLOO;25110;25000;20;3;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1420;BRAINE-L'ALLEUD;25014;25000;24;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1430;REBECQ;25123;25000;30;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1480;TUBIZE;25105;25000;26;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1600;SINT-PIETERS-LEEUW;23077;23000;15;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1640;RHODE-SAINT-GENESE;23101;23000;16;4;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1730;ASSE;23002;23000;12;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1780;WEMMEL;23102;23000;5;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1800;VILVORDE;23088;23000;6;2;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1850;GRIMBERGEN;23025;23000;6;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1930;ZAVENTEM;23094;23000;8;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;1950;KRAAINEM;23099;23000;8;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;3090;OVERIJSE;23062;23000;17;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;4000;LIEGE;62063;62000;90;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;4460;GRACE-HOLLOGNE;62118;62000;80;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;5590;CINEY;91030;91000;87;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;6200;CHATELET;52012;52000;56;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;7100;LA LOUVIERE;58001;58000;49;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;7300;BOUSSU;53014;53000;66;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;7320;BERNISSART;51009;51000;67;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;7800;ATH;51004;51000;51;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;9470;DENDERLEEUW;41011;41000;23;1;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;26;(blank);(blank);(blank);(blank);(blank);41;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels;Hors Brussels
1000;BRUXELLES;Homme;27;1000;BRUXELLES;21004;21000;0;8;Brussels;BRUXELLES;1000;21004;21000
1000;BRUXELLES;Homme;27;1030;SCHAERBEEK;21015;21000;3;5;Brussels;SCHAERBEEK;1030;21015;21000
1000;BRUXELLES;Homme;27;1040;ETTERBEEK;21005;21000;6;2;Brussels;ETTERBEEK;1040;21005;21000
