Code;Territoire;0-4 ans femmes;0-4 ans hommes;5-9 ans femmes;5-9 ans hommes;10-14 ans femmes;10-14 ans hommes;15-19 ans femmes;15-19 ans hommes;20-24 ans femmes;20-24 ans hommes;25-29 ans femmes;25-29 ans hommes;30-34 ans femmes;30-34 ans hommes;35-39 ans femmes;35-39 ans hommes;40-44 ans femmes;40-44 ans hommes;45-49 ans femmes;45-49 ans hommes;50-54 ans femmes;50-54 ans hommes;55-59 ans femmes;55-59 ans hommes;60-64 ans femmes;60-64 ans hommes;65-69 ans femmes;65-69 ans hommes;70-74 ans femmes;70-74 ans hommes;75-79 ans femmes;75-79 ans hommes;80-84 ans femmes;80-84 ans hommes;85-89 ans femmes;85-89 ans hommes;90-94 ans femmes;90-94 ans hommes;95+ ans femmes;95+ ans hommes
21010A4MJ;VUB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21010A1AJ;ARBRE BALLON;4;4;3;3;3;3;3;3;2;3;5;4;5;4;4;4;4;4;3;4;4;3;3;3;2;2;2;1;2;2;1;1;1;1;0;0;0;0;0;0
21010A05-;ALBERT (QUARTIER);4;4;4;4;3;3;3;3;3;3;4;4;4;5;5;4;3;4;3;4;3;3;3;3;2;2;2;2;1;1;1;1;1;0;0;0;0;0;0;0
21010A493;LAERBEEK (BOIS DE);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21010A13-;CITE-JARDIN;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;3;3;3;2;2;2;2;1;2;1;2;1;0;0;0;0
21010A00-;CENTRE;3;3;4;4;3;3;2;3;3;3;3;3;4;3;4;4;4;4;3;3;3;3;4;3;3;2;2;2;3;2;2;1;2;1;1;0;0;0;0;0
21010A141;BRUGMANN;3;3;4;4;4;3;3;3;3;2;4;3;4;3;3;3;3;3;3;4;3;3;3;2;3;2;2;2;2;1;2;1;2;1;2;1;1;0;1;0
21010A01-;ESSEGHEM;4;4;5;4;5;5;3;4;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;2;2;2;1;2;1;1;1;1;1;1;1;1;0;0;0
21010A21-;MADELEINE;4;4;3;4;2;3;2;2;3;3;5;4;5;5;4;4;3;4;4;4;3;3;3;3;2;2;2;1;2;1;2;1;1;0;1;0;0;0;0;0
21010A02-;LEOPOLD I;4;4;4;4;4;3;2;3;3;3;4;3;4;4;4;5;4;5;4;4;3;3;2;3;2;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0
21011A11-;LEPREUX;4;3;3;4;3;3;3;3;4;2;4;3;4;4;4;3;3;3;3;3;3;3;3;3;2;2;2;2;3;2;2;1;1;1;2;1;1;0;0;0
21011A30-;ARCHERS - FOUREZ;3;4;4;4;3;3;3;2;3;4;4;5;4;5;3;4;4;5;3;4;3;4;2;3;2;3;1;2;1;1;1;1;1;1;1;1;0;0;0;0
21011A20-;PLATEAU;4;4;4;4;3;3;3;3;3;3;4;4;4;4;5;4;4;4;3;5;3;4;2;3;2;2;1;2;1;1;1;1;1;0;0;0;0;0;0;0
21011A10-;PAIX (AVENUE DE LA);4;4;4;3;3;3;2;3;3;3;4;4;5;4;4;5;3;3;3;4;3;3;3;2;2;2;2;1;3;1;1;1;1;1;1;1;1;0;0;0
21011A01-;SAINTE-ANNE;4;5;5;5;4;4;3;3;3;3;4;3;4;3;4;4;4;4;3;4;2;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;0;0;0;0
21011A02-;JACQUET (RUE DE);6;6;5;7;5;5;3;3;3;3;4;3;4;4;4;4;4;5;3;4;2;3;1;2;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0
21011A00-;VANHUFFEL;3;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;5;3;4;3;4;3;3;2;2;1;1;1;1;1;0;0;1;0;0;0;0;0;0
21011A12-;BASILIQUE;3;4;3;3;2;2;2;2;2;2;4;4;5;4;4;4;0;4;3;3;3;3;4;3;3;2;2;2;3;2;3;1;2;1;1;1;0;0;0;0
21011A29-;PARC ELISABETH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21012A552;PFEIFFER;5;4;4;4;3;3;3;2;4;4;4;3;4;4;4;4;0;4;4;4;3;3;2;2;1;2;3;2;2;1;2;1;1;1;1;0;0;0;0;0
21012A833;ELBERS;3;2;2;3;3;3;2;2;1;1;1;2;3;2;2;2;0;2;2;1;2;2;3;2;3;2;3;2;4;3;5;3;5;3;7;2;6;1;2;0
21012A84-;METTEWIE-BUILDINGS;4;4;3;4;3;3;3;3;3;3;3;2;3;2;4;3;3;3;3;4;3;3;3;2;3;2;3;2;3;2;3;2;2;2;2;1;1;0;0;0
21012A24-;OSSEGHEM;5;5;4;4;3;3;2;2;2;2;4;3;5;4;4;4;3;4;3;4;3;3;3;2;2;2;2;1;2;2;2;1;2;1;1;1;1;0;0;0
21012A26-;MACHTENS-NORD;3;3;4;3;2;3;2;2;2;2;3;2;4;3;3;3;3;3;3;3;3;3;2;3;3;2;4;2;4;3;3;3;2;2;2;1;0;0;0;0
21012A29-;MARIE-JOSE (PARC);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21012A25-;BEEKKANT;3;4;5;4;5;7;4;5;3;3;2;2;2;2;4;1;0;3;4;4;4;4;2;4;2;2;2;1;1;1;1;1;1;0;1;0;0;0;0;0
21012A172;GARE OUEST;4;5;5;4;4;4;4;4;4;3;4;4;3;3;4;3;0;3;2;4;2;3;3;2;2;3;1;2;1;0;0;1;0;1;0;0;0;0;0;0
21012A041;QUATRE VENTS;4;5;4;5;4;4;4;4;3;4;3;3;3;3;3;3;0;4;2;3;3;3;3;3;3;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0
21012A10-;DUCHESSE DE BRABANT;5;5;5;6;3;4;4;4;3;4;4;4;4;4;4;4;4;5;3;4;2;3;2;3;2;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0
21012A00-;CENTRE;4;4;4;5;5;5;4;5;3;4;3;3;3;3;3;3;3;4;3;4;3;4;3;3;2;2;1;2;1;1;1;1;0;1;0;0;0;0;0;0
21012A05-;SAINT-JOSEPH;4;6;5;4;5;5;4;3;4;4;3;3;3;3;4;4;0;4;3;3;3;4;2;3;1;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0
21012A59-;KARREVELD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21012A851;CONDOR;6;6;3;3;2;2;2;2;2;3;5;3;5;4;4;3;0;3;3;3;3;2;3;3;2;2;3;2;3;2;1;1;2;1;1;0;0;0;0;0
21012A882;DARING;4;8;5;4;2;3;2;2;2;2;6;4;4;6;5;4;0;4;4;3;1;3;3;3;2;1;2;1;2;1;1;1;1;0;0;0;0;0;0;0
21012A22-;BRASILIA;2;5;3;4;4;3;2;1;3;1;3;3;4;5;6;2;0;2;2;3;3;3;3;3;2;3;3;1;3;4;4;1;2;1;1;1;1;0;0;0
21012A13-;BIRMINGHAM-NORD;4;6;4;5;4;4;2;3;3;3;4;3;4;4;4;5;0;4;4;4;2;3;2;3;2;2;2;2;1;1;1;1;1;0;0;1;0;0;0;0
21012A12-;BIRMINGHAM-SUD;5;4;4;5;5;5;3;4;3;3;4;4;4;3;5;5;0;4;3;4;2;3;2;2;2;2;1;1;1;1;0;0;1;1;0;0;0;0;0;0
21012A672;ULENS;6;5;5;5;4;4;3;3;3;3;4;4;5;5;3;5;4;5;2;4;2;3;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21012A60-;LAEKENVELD;5;5;4;5;4;4;3;3;4;3;4;3;4;4;4;4;3;4;3;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0
21012A63-;DUBRUCQ-NORD;5;5;5;5;4;5;4;4;3;3;4;3;4;3;4;3;4;4;3;3;2;4;2;3;1;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21012A62-;LIBERATEURS;4;5;4;4;4;4;3;3;3;3;4;4;5;5;4;4;3;4;3;4;3;3;2;3;2;3;2;1;1;1;1;1;1;1;1;0;1;0;0;0
21012A511;STEYNS;4;5;5;5;4;5;3;3;3;3;4;3;4;4;4;4;4;4;3;3;3;4;3;2;2;2;2;1;1;1;1;1;1;0;1;0;0;0;0;0
21012A20-;BAECK;5;5;5;5;4;5;4;3;3;3;4;3;4;3;4;3;0;3;5;3;3;3;2;3;2;2;1;1;2;1;1;0;1;0;0;0;0;0;0;0
21012A72-;LAVALLEE;4;4;4;4;4;4;5;4;4;4;4;4;3;4;3;3;3;4;3;3;3;3;3;3;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0;0
21012A611;MEXICO;5;5;4;3;3;3;3;3;3;4;5;5;4;6;4;4;0;5;3;4;2;3;3;3;2;2;1;1;0;1;1;1;0;1;0;0;0;0;0;0
21012A53-;SIPPELBERG;4;4;4;9;5;10;5;5;2;3;3;2;3;1;5;1;0;3;5;3;3;5;2;1;2;2;1;1;1;0;1;0;1;0;1;0;0;0;0;0
21012A54-;DELHAIZE;5;5;5;5;4;4;3;3;4;4;4;4;4;4;4;3;3;4;4;4;2;3;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0
21012A50-;BENES;4;4;3;3;2;3;2;2;3;3;4;3;5;4;3;4;3;4;3;3;3;4;2;2;2;2;3;2;2;2;2;1;2;1;2;1;2;0;1;0
21012A71-;PIERS;4;5;4;4;4;4;3;4;4;5;4;4;4;4;3;4;3;4;3;4;3;3;3;3;2;2;1;2;1;1;1;1;0;1;0;0;0;0;0;0
21012A21-;MARIE-JOSE BLOCS;3;3;4;6;6;6;5;4;3;3;1;1;2;1;3;2;0;2;4;3;4;4;3;3;3;2;2;1;2;1;1;1;2;1;1;0;0;0;0;0
21012A2MJ;CHEMIN DE FER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21012A152;ETANGS NOIRS;5;5;5;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;2;4;2;3;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21012A52-;NEEP (QUARTIER DU);4;5;4;4;3;4;3;3;2;2;3;3;5;4;4;4;3;4;3;3;3;3;3;2;3;2;2;1;2;2;2;1;2;1;1;0;0;0;0;0
21012A39-;DE RAEDT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21012A30-;METTEWIE - IDYLLE;4;5;4;4;3;3;3;3;3;2;4;3;4;4;4;3;4;3;3;3;3;4;3;2;3;2;2;1;2;2;2;1;1;1;1;1;1;0;0;0
21012A23-;MACHTENS-SUD;4;5;4;4;4;3;3;2;3;2;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0
21012A41-;MOORTEBEEK;4;5;4;4;3;3;3;3;2;2;3;3;4;3;3;4;0;3;3;4;3;3;3;3;2;2;1;2;1;1;1;1;2;1;3;1;2;1;1;0
21012A822;KORENBEEK;4;4;4;4;3;4;3;3;3;3;4;3;5;3;4;4;4;3;4;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1;0;0;0;0;0
21012A811;MYRTES-NORD;4;5;4;5;4;5;3;4;3;3;4;3;3;3;3;5;0;3;4;3;2;4;2;3;1;2;1;1;1;2;2;0;1;0;0;0;1;0;0;0
21012A141;INDEPENDANCE;4;5;4;4;4;5;4;4;4;3;4;3;3;3;3;3;3;3;3;3;2;4;2;3;3;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0
21012A03-;RANSFORT;4;4;4;4;4;5;5;5;5;5;3;4;3;3;2;3;0;2;3;3;3;3;4;3;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0;0
21012A11-;INDUSTRIE;5;5;5;5;4;3;3;4;3;3;4;4;3;4;3;5;0;5;3;5;2;3;2;3;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21012A02-;BRUNFAUT (QUARTIER);4;3;5;5;5;5;6;4;3;3;3;3;2;2;4;3;0;3;4;4;3;4;2;3;2;2;1;1;2;1;1;1;1;0;1;0;0;0;0;0
21012A011;CANAL-SUD;3;3;4;3;4;5;4;5;3;3;4;5;4;4;4;4;0;5;4;5;3;4;2;3;2;2;1;1;1;1;0;1;0;1;0;0;0;0;0;0
21012A732;CANAL-NORD;4;4;3;5;4;5;4;3;3;3;4;5;5;5;4;5;0;4;3;4;2;3;2;2;2;1;1;2;1;1;0;1;0;1;0;0;0;0;0;0
21013A242;BETHLEEM (PLACE DE);3;4;4;3;2;4;3;3;4;3;4;5;5;4;4;5;0;5;3;4;3;4;2;4;2;2;2;1;1;1;1;1;0;1;0;0;0;0;0;0
21013A102;PARVIS;4;3;2;3;2;2;2;0;4;4;6;5;6;7;4;5;0;7;2;3;3;4;2;3;3;4;2;1;0;1;0;1;1;0;0;0;0;0;0;0
21013A101;PARVIS;4;4;3;3;2;2;2;2;3;3;5;5;5;5;5;5;4;5;4;4;3;3;2;3;2;3;2;2;1;1;1;0;1;0;0;0;0;0;0;0
21013A13-;DETHY (RUE);3;3;2;3;3;3;3;3;3;4;5;4;4;4;4;5;4;4;4;4;3;3;3;3;3;2;2;2;2;1;1;1;1;1;0;0;0;0;0;0
21013A121;GUILLAUME TELL-SUD;4;4;4;3;2;3;3;4;3;5;4;6;4;4;5;5;0;4;3;3;3;3;1;3;2;2;1;1;1;1;1;0;0;1;0;0;0;0;0;0
21013A422;CRICKX (RUE);3;3;4;4;3;4;3;3;3;3;4;4;4;4;4;4;4;5;3;4;3;4;3;3;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0
21013A11-;PARME (RUE DE);3;3;2;3;2;2;2;2;4;3;5;5;6;6;5;5;0;4;3;3;3;3;4;3;2;2;2;2;2;1;1;1;0;0;0;0;0;0;0;0
21013A01-;ESPAGNE (RUE D');3;3;2;3;2;2;2;2;3;3;8;6;7;6;5;5;4;4;4;4;3;3;2;3;2;2;2;2;2;1;1;1;1;0;0;0;0;0;0;0
21013A04-;PRISON;3;4;2;3;2;2;2;2;2;3;7;5;5;5;6;4;0;5;4;4;2;3;3;2;2;2;1;1;1;1;1;1;1;1;2;0;1;0;0;0
21013A623;FRANCE (RUE DE);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21013A201;ANGLETERRE (RUE D');4;4;4;4;3;3;2;3;4;4;4;5;5;5;4;5;4;5;3;5;3;4;2;3;2;2;1;1;1;1;0;1;0;0;0;0;0;0;0;0
21013A252;DANEMARK (RUE DE);4;4;3;4;4;3;3;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;3;4;2;2;1;2;1;1;1;1;1;0;0;0;0;0;0;0
21013A23-;ROI (AVENUE DU);5;4;4;4;4;4;2;3;4;3;4;3;6;4;4;4;0;4;3;4;2;4;2;2;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0;0
21013A02-;CAPOUILLET (RUE);2;3;2;2;1;1;1;1;3;3;8;7;8;7;5;4;4;4;3;3;3;3;3;2;2;2;1;2;2;1;1;1;1;0;0;0;0;0;0;0
21013A2MJ;GARE DU MIDI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21013A612;JAMAR;3;5;2;1;2;1;2;0;2;4;4;6;4;8;4;6;0;9;3;8;1;7;2;5;1;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0
21013A22-;REGIES;4;4;3;3;3;2;3;2;3;3;4;4;5;5;4;5;3;5;3;5;3;4;3;3;3;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0
21013A211;FONTAINAS;2;3;2;3;3;4;3;3;3;3;4;4;4;4;4;4;3;3;4;4;4;3;3;3;3;2;2;2;2;1;2;1;1;1;1;1;0;0;0;0
21013A052;FAIDER (RUE);2;3;2;1;1;1;1;1;4;3;8;6;7;8;6;7;0;4;4;3;3;3;2;3;2;1;2;1;2;1;1;0;1;0;0;0;0;0;0;0
21013A151;METAL (RUE DU);2;3;3;3;2;2;2;2;4;3;7;6;8;7;5;6;0;5;3;4;3;3;2;3;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0
21013A522;RUE D'ECOSSE;2;2;1;2;1;1;1;1;4;2;8;8;8;6;6;6;0;5;3;4;3;4;3;3;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21013A40-;BARRIERE;3;3;3;3;2;3;2;3;4;3;5;5;6;6;5;5;4;5;4;5;3;3;2;3;2;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0
21013A41-;VILLAS (AVENUE DES);4;4;3;3;2;2;2;2;3;2;7;5;7;6;5;6;4;4;4;4;3;4;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21013A031;AMAZONE (RUE DE);3;3;2;3;2;2;1;1;4;3;8;8;9;6;5;4;0;4;4;3;4;4;3;2;2;2;2;2;1;1;1;0;0;0;0;0;0;0;0;0
21013A00-;HOTEL DE VILLE;3;3;2;2;2;2;2;2;3;3;7;5;6;6;5;5;4;5;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;0;1;0;0;0
21013A51-;TOISON D'OR (AVENUE);2;2;2;2;2;2;5;3;4;4;8;6;6;6;4;5;0;5;3;4;3;3;2;3;2;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0
21014A00-;PLACE SAINT-JOSSE;4;4;3;3;3;4;2;3;3;3;6;5;5;5;4;5;4;5;3;4;2;4;3;2;2;2;1;2;2;1;1;1;1;0;0;0;0;0;0;0
21014A02-;CHARITE;4;3;3;3;2;1;1;2;4;4;8;8;7;7;4;6;0;4;3;4;2;3;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
21014A14-;PRAIRIE;4;4;3;4;3;3;3;4;3;4;4;5;4;4;3;4;0;5;3;4;2;4;3;3;3;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0
21014A2MJ;NORD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21014A41-;BOSSUET;4;4;4;4;3;4;3;4;4;4;5;4;4;5;3;5;3;4;3;3;3;3;2;3;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21014A10-;SAINT-FRANCOIS;3;3;3;3;4;4;4;5;4;5;4;4;3;4;3;3;4;4;3;4;3;4;3;3;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0
21014A13-;ROGIER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21014A03-;MADOU;4;5;4;3;2;3;3;2;3;4;6;3;5;6;4;5;0;5;2;4;3;3;2;3;2;1;2;1;2;1;1;1;1;0;0;0;0;0;0;0
21014A12-;SAINT-LAZARE;4;4;3;3;1;3;1;3;3;3;3;4;4;5;4;6;0;7;2;6;3;5;1;3;2;1;1;2;2;2;1;1;1;0;1;0;0;0;0;0
21014A01-;STEURS;4;4;4;3;3;3;3;3;3;3;5;5;4;5;4;4;0;5;3;4;3;3;2;2;3;2;2;2;1;1;1;1;1;0;0;0;0;0;0;0
21014A04-;HAECHT (CHAUSSEE DE);3;3;3;3;3;3;3;3;5;4;5;6;4;5;4;5;3;4;3;4;3;4;3;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0
21014A05-;HOUWAERT;4;4;4;3;3;3;3;3;4;4;5;5;4;5;4;5;3;5;3;4;2;4;3;2;2;2;1;1;1;1;1;1;1;0;1;0;0;0;0;0
21014A18-;JARDIN BOTANIQUE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21014A3MJ;MANHATTAN;5;4;4;2;1;2;1;1;2;2;7;7;6;8;5;6;0;5;2;5;3;4;2;3;1;1;2;1;1;1;1;1;0;0;0;0;0;0;0;0
21015A50-;OPALE;3;3;2;3;2;2;2;2;3;3;6;6;6;6;5;5;5;4;3;3;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0
21015A77-;R.T.B.;2;3;3;3;3;3;2;2;3;3;2;5;3;5;3;5;3;5;3;5;3;4;3;3;2;3;2;1;2;1;2;1;2;1;1;1;1;0;0;0
21015A73-;H. EVENEPOEL (RUE);5;4;4;3;3;3;2;3;3;2;8;6;6;5;5;6;0;4;3;3;3;2;2;2;2;2;1;1;1;0;0;1;0;0;1;0;0;0;0;0
21015A782;CIMETIERE DE SAINT-JOSSE;5;4;4;6;3;2;3;2;2;3;6;3;5;5;4;4;0;6;1;2;2;4;3;2;2;1;2;1;1;1;2;1;1;0;0;0;0;0;0;0
21015A31-;PATRIE;4;4;3;3;3;2;3;2;3;3;6;5;5;5;5;6;4;4;3;4;3;4;3;3;2;2;1;1;1;1;1;0;1;0;0;0;0;0;0;0
21015A36-;CAMBIER (AVENUE E.);4;3;3;3;1;2;3;2;3;3;5;5;4;4;5;5;0;4;3;3;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;0;0;0;0
21015A70-;P. HYMANS (RUE);3;3;3;4;3;2;3;2;3;3;5;4;5;5;5;4;0;5;3;3;3;3;3;3;2;2;1;1;2;1;1;1;1;0;1;1;1;0;0;0
21015A721;F. COURTENS (AVENUE);4;4;5;3;4;3;2;2;3;3;3;2;3;3;5;3;0;4;3;3;4;4;2;2;3;2;2;2;2;2;1;1;1;1;1;0;1;0;0;0
21015A822;CH. GILISQUET - SUD (AVENUE);3;3;3;4;2;4;2;3;2;3;3;3;2;3;5;3;0;4;3;2;5;3;3;2;4;3;4;5;2;3;2;2;1;1;1;1;0;0;0;0
21015A7MJ;JOSAPHAT GARE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21015A34-;PAQUERETTES (RUE);3;5;3;4;3;3;3;3;4;4;4;4;5;4;4;5;0;3;3;3;3;3;3;3;2;3;1;2;1;1;1;1;1;0;0;0;0;0;0;0
21015A63-;DESCHANEL P. (AVENUE);4;5;3;4;2;3;3;2;3;3;4;4;4;5;5;5;0;4;3;4;3;2;3;2;2;2;2;1;2;1;1;1;1;0;1;0;1;0;0;0
21015A883;THEUNIS PIERRE (RUE);2;2;2;3;2;2;1;1;2;1;3;4;2;3;3;2;0;2;2;2;2;2;2;2;3;2;5;4;7;2;4;3;3;3;4;2;4;0;2;0
21015A811;TERDELT;4;4;4;4;3;4;3;4;3;4;2;3;2;3;3;2;0;3;4;3;4;3;3;3;3;3;3;2;2;2;2;1;1;1;1;0;0;0;0;0
21015A831;LATINIS (AVENUE G.);3;3;3;3;2;3;2;3;3;2;4;4;4;4;4;4;3;4;3;4;4;3;3;3;3;2;3;2;2;2;2;1;2;1;1;0;1;0;0;0
21015A03-;JOSAPHAT (RUE);4;4;4;4;4;4;3;3;3;4;4;4;5;4;4;4;4;4;3;4;3;3;2;2;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21015A021;HOUFFALIZE (PLACE);4;4;3;5;4;4;3;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;2;3;2;2;1;1;1;1;1;1;0;1;0;0;0;0;0;0
21015A30-;GRANDE RUE AU BOIS;4;3;3;3;3;3;3;3;4;4;5;5;6;5;4;5;4;4;3;3;3;3;2;3;3;2;2;1;1;1;1;0;1;0;0;0;0;0;0;0
21015A32-;CONSOLATION (RUE DE LA);3;4;3;3;3;3;3;3;3;3;5;5;5;5;5;4;3;4;3;3;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1;0;1;0;0;0
21015A64-;DUPLOYE SQUARE;4;4;4;4;3;4;3;3;3;3;5;4;4;4;4;4;4;4;3;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0
21015A33-;BIENFAITEURS (PLACE DE);4;4;4;4;3;3;2;2;2;3;5;5;5;6;5;5;3;4;3;4;3;3;3;3;2;2;1;2;1;1;1;1;1;0;0;0;0;0;0;0
21015A35-;JEAN STOBBAERTS (AVENUE);4;3;3;3;3;3;3;2;3;3;6;5;5;5;5;4;4;4;3;3;3;4;3;3;3;1;2;1;1;1;1;1;1;0;0;0;0;0;0;0
21015A53-;DAILLY (PLACE);3;4;3;4;3;3;2;4;3;3;5;4;5;5;5;4;4;4;3;4;3;3;2;2;2;2;1;1;1;1;1;1;1;0;1;0;0;0;0;0
21015A54-;EMERAUDE (AVENUE);4;3;3;3;2;2;2;2;3;3;5;5;5;5;5;5;4;4;4;3;3;3;3;3;2;2;2;2;2;1;1;1;1;1;1;0;1;0;0;0
21015A52-;LINTHOUT (RUE);3;3;3;2;2;3;2;2;3;3;6;6;5;5;4;4;4;4;4;3;3;3;3;3;3;2;2;1;2;1;1;1;1;1;1;0;1;0;0;0
21015A51-;CERISIERS (AVENUE DES);3;3;3;3;3;3;3;2;3;3;5;5;4;4;5;4;0;4;4;3;3;3;3;3;3;2;2;2;2;1;1;1;1;1;0;0;1;0;0;0
21015A05-;ROYALE SAINTE-MARIE (RUE);4;4;3;4;3;4;3;3;4;4;4;4;5;4;4;4;4;5;3;4;2;3;2;3;2;2;2;2;1;1;1;1;0;0;0;0;0;0;0;0
21015A12-;HUART HAMOIR (AVENUE);4;4;3;3;3;3;3;3;3;3;6;4;5;5;4;4;4;3;4;4;3;3;3;3;2;2;2;1;1;1;1;1;0;0;1;0;0;0;0;0
21015A152;PR. ELISABETH-NORD;5;5;5;5;3;4;3;3;3;3;5;4;4;4;4;4;3;4;3;4;3;3;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
21015A101;GARE;4;5;4;4;3;4;3;3;3;2;4;5;5;5;5;5;0;4;3;3;2;4;2;2;2;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0
21015A111;MAETERLINCK;4;5;4;5;4;5;3;4;3;3;3;4;5;4;4;4;4;4;3;3;2;3;2;2;2;2;2;1;1;1;1;1;1;0;1;0;0;0;0;0
21015A142;SAINTE-FAMILLE;4;6;4;3;5;5;3;3;5;3;5;2;6;4;4;3;0;3;5;2;5;4;3;2;1;1;2;1;0;1;1;0;0;0;0;0;0;0;0;0
21015A622;BRUSILIA;3;4;3;2;4;3;2;3;1;2;4;3;5;4;5;5;0;4;3;4;2;3;2;2;2;3;3;1;2;2;3;1;2;2;1;0;1;0;0;0
21015A71-;JARDINS;4;3;3;3;2;3;3;3;3;3;4;3;4;4;4;4;0;4;4;2;3;3;3;2;2;2;2;2;4;2;2;1;2;1;2;1;1;0;0;0
21015A04-;L'OLIVIER (RUE);4;4;4;4;3;4;4;3;3;4;4;4;4;4;4;4;4;4;3;4;3;3;2;2;2;2;1;1;1;1;1;1;0;1;0;0;0;0;0;0
21015A39-;JOSAPHAT (PARC);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
