,Libellé de l'unité ,N°FASE de l'établissement référent,Nom de l'établissement référent,Nom court de l'établissement référent,URL du site web,Adresse de l'établissement,Code postal de l'établissement,Localité de l'établissement,Latitude de l'établissement,Longitude de l'établissement,geoloc_etablissement,N°FASE du campus,Nom du campus,Adresse du campus,Code postal du campus,Localité du campus,Arrondissement du campus,Latitude du campus,Longitude du campus,geoloc_campus,Bxl / hors Bxl,sector_stat
77,Promotion sociale supérieur,2050,Institut de formation continuée,"Inst, form, continuée","http://www,ifcjonfosse,be",Rue Jonfosse 80,4000,LIEGE,"50,6390408","5,5622536","50,6390408, 5,5622536",4055,,Rue Jonfosse 80,4000,LIEGE,Liège,"50,6390408","5,5622536","50,6390408, 5,5622536",Hors Brussels,
78,Promotion sociale supérieur,2150,Institut provincial d'enseignement supérieur de promotion sociale de Seraing,IP su prom soc Seraing,,Rue de Colard Trouillet 48,4100,SERAING,"50,6142839","5,5079859","50,6142839, 5,5079859",4310,,Rue de Colard Trouillet 48,4100,SERAING,Liège,"50,6142839","5,5079859","50,6142839, 5,5079859",Hors Brussels,
79,Promotion sociale supérieur,2193,Institut d'enseignement de promotion sociale de la Communauté française,"I,E,P,S,C,F,","http://www,gha-wbe,be/",Rue Champ Pillé 54-56,4460,GRACE-HOLLOGNE,"50,632959","5,4723756","50,632959, 5,4723756",3638,,Rue Georges Truffaut 37,4432,ALLEUR,Liège,"50,6762557","5,5150455","50,6762557, 5,5150455",Hors Brussels,
80,Promotion sociale supérieur,2357,Institut provincial d'enseignement de promotion sociale - Orientation commerciale,IP pprom soc commercial,"http://www,ipepcom,be",Rue aux Laines 23,4800,VERVIERS,"50,5902642","5,8507189","50,5902642, 5,8507189",6382,,Rue aux Laines 23,4800,VERVIERS,Verviers,"50,5902642","5,8507189","50,5902642, 5,8507189",Hors Brussels,
81,Promotion sociale supérieur,2469,Ecole industrielle et commerciale d'Arlon,"Ec, ind, Arlon","http://www,eicarlon,be",Rue Godefroid Kurth 2,6700,ARLON,"49,6847415","5,8201531","49,6847415, 5,8201531",4970,,Rue Godefroid Kurth 2,6700,ARLON,Arlon,"49,6847415","5,8201531","49,6847415, 5,8201531",Hors Brussels,
82,Promotion sociale supérieur,2597,Institut d'enseignement de promotion sociale de la Communauté française,"I,E,P,S,C,F,","http://www,promotion-sociale-marche,be",Avenue de la Toison d'Or 71,6900,MARCHE-EN-FAMENNE,"50,2206426","5,3403425","50,2206426, 5,3403425",5677,,Domaine de Harzir 3,5580,JEMELLE,Dinant,,,,Hors Brussels,
83,Promotion sociale supérieur,2825,Institut d'enseignement de promotion sociale de la Communauté française,"I,E,P,S,C,F,","http://www,iepscfdinant,be",Chemin d'Herbuchenne 1 Bte 4,5500,DINANT,"50,2574402","4,9236774","50,2574402, 4,9236774",6547,,Rue Franceschini 1,5070,FOSSES-LA-VILLE,Namur,,,,Hors Brussels,
84,Promotion sociale supérieur,3052,Ecole industrielle et commerciale d'Auvelais,"Ec, ind, Auvelais","http://www,eica,be",Rue Hicguet 19,5060,AUVELAIS,"50,4467479","4,6306157","50,4467479, 4,6306157",6050,,Rue Hicguet 19,5060,AUVELAIS,Namur,"50,4467479","4,6306157","50,4467479, 4,6306157",Hors Brussels,
85,Promotion sociale supérieur,3200,Institut d'enseignement de promotion sociale de la Communauté française,"I,E,P,S,C,F,","http://www,ath-promsoc,be",Rue carton 5,7800,ATH,"50,6267311","3,7850584","50,6267311, 3,7850584",6557,,Rue carton 5,7800,ATH,Ath,"45,5568704","6,6817989","45,5568704, 6,6817989",Hors Brussels,
86,Université,5220,Université Saint-Louis - Bruxelles,USL-B,"http://www,usaintlouis,be",Boulevard du Jardin Botanique 43,1000,BRUXELLES,"50,8540333","4,3619845","50,8540333, 4,3619845",8722,Saint-Louis,Bld du Jardin Botanique 43,1000,BRUXELLES,Bruxelles-Capitale,"50,8540333","4,3619845","50,8540333, 4,3619845",Brussels,21004A32-
87,Université,5223,Université libre de Bruxelles,ULB,"http://www,ulb,be",Avenue Franklin Roosevelt 50,1050,IXELLES,"50,8119483","4,3826169","50,8119483, 4,3826169",9037,Campus Erasme,Route de Lennik 808,1070,ANDERLECHT,Bruxelles-Capitale,"50,8138579","4,2649538","50,8138579, 4,2649538",Brussels,21001C522
88,Université,5223,Université libre de Bruxelles,ULB,"http://www,ulb,be",Avenue Franklin Roosevelt 50,1050,IXELLES,"50,8119483","4,3826169","50,8119483, 4,3826169",9906,Campus ULB-Flagey,Place Eugène Flagey 19,1050,IXELLES,Bruxelles-Capitale,"50,8273654","4,3734429","50,8273654, 4,3734429",Brussels,21009A602
89,Université,5224,Université catholique de Louvain,UCLouvain,"http://www,uclouvain,be",Place de l'Université 1,1348,LOUVAIN-LA-NEUVE,"50,6697997","4,6156285","50,6697997, 4,6156285",10506,Campus Tournai,Rue du Glategnies 6,7500,TOURNAI,Tournai-Mouscron,"50,606155","3,397565","50,606155, 3,397565",Hors Brussels,
90,Haute École,5759,Haute École de la Province de Liège,HEPL,"http://www,provincedeliege,be/hauteecole",Avenue Montesquieu 6,4101,JEMEPPE-SUR-MEUSE,"50,6186339","5,5152977","50,6186339, 5,5152977",9248,Campus Beeckman,Rue Beeckman 19,4000,LIEGE,Liège,"50,6364785","5,5651352","50,6364785, 5,5651352",Hors Brussels,
91,Haute École,5759,Haute École de la Province de Liège,HEPL,"http://www,provincedeliege,be/hauteecole",Avenue Montesquieu 6,4101,JEMEPPE-SUR-MEUSE,"50,6186339","5,5152977","50,6186339, 5,5152977",9250,Campus Agronomie,Rue Haftay 21,4910,LA REID,Verviers,"50,4861943","5,8084077","50,4861943, 5,8084077",Hors Brussels,
92,Haute École,5964,Haute École Libre Mosane,HELMo,"http://www,helmo,be",Mont Saint-Martin 41,4000,LIEGE,"50,6445277","5,565953","50,6445277, 5,565953",9221,Campus Guillemins,Rue de Harlez 35,4000,LIEGE,Liège,"50,6224177","5,5745074","50,6224177, 5,5745074",Hors Brussels,
93,Haute École,21008,Haute École Francisco Ferrer,HEFF,"http://www,he-ferrer,eu",Rue de la Fontaine 4,1000,BRUXELLES,"50,8405936","4,3423287","50,8405936, 4,3423287",207,Site Lemonnier,Boulevard Maurice Lemonnier 110,1000,BRUXELLES,Bruxelles-Capitale,"50,8413212","4,3424939","50,8413212, 4,3424939",Brussels,21004A03-
94,Haute École,21008,Haute École Francisco Ferrer,HEFF,"http://www,he-ferrer,eu",Rue de la Fontaine 4,1000,BRUXELLES,"50,8405936","4,3423287","50,8405936, 4,3423287",9904,Site Terre-Neuve,Rue Terre-Neuve 116,1000,BRUXELLES,Bruxelles-Capitale,"50,8402733","4,3452124","50,8402733, 4,3452124",Brussels,21004A72-
95,Haute École,21409,Haute École Lucia de Brouckère,HELdB,"http://www,heldb,be",Avenue Emile Gryson 1,1070,ANDERLECHT,"50,815497","4,2946619","50,815497, 4,2946619",55,Campus d'Anderlecht,Avenue Emile Gryson 1,1070,ANDERLECHT,Bruxelles-Capitale,"50,8154713","4,2948127","50,8154713, 4,2948127",Brussels,21001A3MJ
96,Haute École,22003,Haute École Galilée,HEG,"http://www,galilee,be",Rue Royale 336,1030,SCHAERBEEK,"50,8582322","4,3680852","50,8582322, 4,3680852",343,Ecsedi-Isalt,Avenue d'Auderghem 77,1040,ETTERBEEK,Bruxelles-Capitale,"50,837685","4,3862122","50,837685, 4,3862122",Brussels,21005A00-
97,Haute École,23007,Haute École Libre de Bruxelles Ilya Prigogine,HELB,"http://www,helb-prigogine,be",Avenue Besme 97,1190,FOREST,"50,8210471","4,3400327","50,8210471, 4,3400327",9648,Campus Erasme,Route de Lennik 808,1070,ANDERLECHT,Bruxelles-Capitale,"50,8143277","4,2630172","50,8143277, 4,2630172",Brussels,21001C522
98,Haute École,55010,Haute École en Hainaut,HEH,"http://www,heh,be",Rue Pierre-Joseph Duménil 4,7000,MONS,"50,4598267","3,9559358","50,4598267, 3,9559358",2384,Campus Social Mons,Avenue Victor Maistriau 13,7000,MONS,Mons,"50,4598941","3,9564463","50,4598941, 3,9564463",Hors Brussels,
99,Haute École,61021,Haute École de la Ville de Liège,HEL,"http://www,hel,be",Rue Hazinelle 2,4000,LIEGE,"50,6396997","5,5700175","50,6396997, 5,5700175",9243,Campus Condroz,Quai du Condroz 15,4020,LIEGE,Liège,"50,6202685","5,5840803","50,6202685, 5,5840803",Hors Brussels,
100,Haute École,65017,Haute École Charlemagne,HECh,"http://www,hech,be",Rue des Rivageois 6,4000,LIEGE,"50,6234794","5,5746307","50,6234794, 5,5746307",3897,Les Rivageois,Rue des Rivageois 6,4000,LIEGE,Liège,"50,6234794","5,5746307","50,6234794, 5,5746307",Hors Brussels,
101,Haute École,95027,Haute École Albert Jacquard,HEAJ,"http://www,heaj,be",Rue  Godefroid 32,5000,NAMUR,"50,4669577","4,8625223","50,4669577, 4,8625223",9275,HEAJ Infographie,Avenue Comte de Smet de Nayer 20,5000,NAMUR,Namur,"50,4652902","4,8774683","50,4652902, 4,8774683",Hors Brussels,
102,Haute École,95064,Haute École provinciale de Hainaut - Condorcet,HEPHC,"http://www,condorcet,be",Chemin du Champ de Mars 17,7000,MONS,"50,46385","3,9527548","50,46385, 3,9527548",2695,Site de Mouscron,Place de la Justice 23,7700,MOUSCRON,Tournai-Mouscron,"50,7395958","3,2199886","50,7395958, 3,2199886",Hors Brussels,
103,Haute École,95064,Haute École provinciale de Hainaut - Condorcet,HEPHC,"http://www,condorcet,be",Chemin du Champ de Mars 17,7000,MONS,"50,46385","3,9527548","50,46385, 3,9527548",9205,Site de Charleroi,Square Jules Hiérnaux 2,6000,CHARLEROI,Charleroi,"50,4177718","4,4504871","50,4177718, 4,4504871",Hors Brussels,
104,Haute École,95080,Haute École Louvain en Hainaut,HELHa,"http://www,helha,be",Chaussée de Binche 159,7000,MONS,"50,4514961","3,9822455","50,4514961, 3,9822455",9157,HELHa Jolimont,Rue Ferrer 159,7100,HAINE-SAINT-PAUL,La Louvière,"50,4755548","4,2157576","50,4755548, 4,2157576",Hors Brussels,
105,Haute École,95080,Haute École Louvain en Hainaut,HELHa,"http://www,helha,be",Chaussée de Binche 159,7000,MONS,"50,4514961","3,9822455","50,4514961, 3,9822455",9163,HELHa Charleroi,Grand'rue 185,6000,CHARLEROI,Charleroi,"50,4210649","4,4591439","50,4210649, 4,4591439",Hors Brussels,
106,Haute École,95274,Haute École de Namur-Liège-Luxembourg,HENaLLux,"https://www,henallux,be/",Rue Saint-Donat 130,5002,SAINT-SERVAIS,"50,4733734","4,854954","50,4733734, 4,854954",9265,Département Ingénieur industriel de Pierrard-Virton,Rue d'Arlon 112,6760,VIRTON,Virton,"49,5749623","5,5484174","49,5749623, 5,5484174",Hors Brussels,
107,Haute École,95274,Haute École de Namur-Liège-Luxembourg,HENaLLux,"https://www,henallux,be/",Rue Saint-Donat 130,5002,SAINT-SERVAIS,"50,4733734","4,854954","50,4733734, 4,854954",9277,Département pédagogique de Champion,Place du Couvent 3,5020,CHAMPION,Namur,"50,4952788","4,900838","50,4952788, 4,900838",Hors Brussels,
108,Haute École,95274,Haute École de Namur-Liège-Luxembourg,HENaLLux,"https://www,henallux,be/",Rue Saint-Donat 130,5002,SAINT-SERVAIS,"50,4733734","4,854954","50,4733734, 4,854954",9279,Département social de Namur,Rue de l'Arsenal 10,5000,NAMUR,Namur,"50,4643428","4,858578","50,4643428, 4,858578",Hors Brussels,
109,Haute École,95274,Haute École de Namur-Liège-Luxembourg,HENaLLux,"https://www,henallux,be/",Rue Saint-Donat 130,5002,SAINT-SERVAIS,"50,4733734","4,854954","50,4733734, 4,854954",10489,Département technique de Marche,Rue Victor Libert 36H,6900,MARCHE-EN-FAMENNE,Marche-en-Famenne,"50,2287805","5,3355689","50,2287805, 5,3355689",Hors Brussels,
110,Haute École,95493,Haute École Bruxelles-Brabant,HE2B,"http://he2b,be/",Chaussée de Waterloo 749,1180,UCCLE,"50,8139186","4,3676411","50,8139186, 4,3676411",9114,Nivelles,Rue Emile Vandervelde 3,1400,NIVELLES,Nivelles,"50,5961238","4,331157","50,5961238, 4,331157",Hors Brussels,
111,Promotion sociale supérieur,159,Cours industriels,"Cours ind,","https://www,coursindustriels,com/",Boulevard de l'Abattoir 50,1000,BRUXELLES,"50,8472619","4,3377548","50,8472619, 4,3377548",251,,Boulevard de l'Abattoir 50,1000,BRUXELLES,Bruxelles-Capitale,"50,8472619","4,3377548","50,8472619, 4,3377548",Brussels,21004A22-
112,Promotion sociale supérieur,162,Enseignement de Promotion et de Formation continue EPFC 9,"E,P,F,C, 9","http://www,epfc,eu",Avenue de l'Astronomie 19,1210,SAINT-JOSSE-TEN-NOODE,"50,851505","4,3694937","50,851505, 4,3694937",254,,Avenue de l'Astronomie 19,1210,SAINT-JOSSE-TEN-NOODE,Bruxelles-Capitale,"50,851505","4,3694937","50,851505, 4,3694937",Brussels,21014A05-
113,Promotion sociale supérieur,164,Enseignement de Promotion et de Formation continue EPFC 1,"E,P,F,C, 1","http://www,epfc,eu",Avenue de l'Astronomie 19,1210,SAINT-JOSSE-TEN-NOODE,"50,851505","4,3694937","50,851505, 4,3694937",550,,Avenue de l'Astronomie 19,1210,SAINT-JOSSE-TEN-NOODE,Bruxelles-Capitale,"50,851505","4,3694937","50,851505, 4,3694937",Brussels,21014A05-
114,École supérieure des Arts,171,Institut national supérieur des Arts du Spectacle et des Techniques de Diffusion,INSAS,,Rue Thérésienne 8,1000,BRUXELLES,"50,8399152","4,3613157","50,8399152, 4,3613157",264,Bouillon,Rue Jules Bouillon 1,1050,IXELLES,Bruxelles-Capitale,"50,8348664","4,366394","50,8348664, 4,366394",Brussels,21009A00-
115,École supérieure des Arts,181,École nationale supérieure des Arts visuels de La Cambre,La Cambre,"http://www,lacambre,be",Abbaye de la Cambre 21,1000,BRUXELLES,"50,8178008","4,3751015","50,8178008, 4,3751015",8102,Le 427,Avenue Louise 427,1050,IXELLES,Bruxelles-Capitale,"50,8186114","4,370694","50,8186114, 4,370694",Brussels,21004C552
116,Promotion sociale supérieur,188,Centre de Phonétique appliquée de Bruxelles,"C,P,A,B","http://www,cpab,be",Avenue Louise 113,1000,BRUXELLES,"50,8304521","4,3600196","50,8304521, 4,3600196",302,,Avenue Louise 113,1050,IXELLES,Bruxelles-Capitale,"50,8304521","4,3600196","50,8304521, 4,3600196",Brussels,21004C501
117,Promotion sociale supérieur,193,Enseignement de Promotion et de Formation continue EPFC 6,"E,P,FC, 6","http://www,epfc,eu",Avenue de l'Astronomie 19,1210,SAINT-JOSSE-TEN-NOODE,"50,851505","4,3694937","50,851505, 4,3694937",537,,Avenue de l'Astronomie 19,1210,SAINT-JOSSE-TEN-NOODE,Bruxelles-Capitale,"50,851505","4,3694937","50,851505, 4,3694937",Brussels,21014A05-
118,Promotion sociale supérieur,216,Institut supérieur de formation continue d'Etterbeek,"I,S,F,C,E,","http://www,isfce,org",Rue Joseph Buedts 14,1040,ETTERBEEK,"50,8282151","4,3923952","50,8282151, 4,3923952",344,,Rue Joseph Buedts 14,1040,ETTERBEEK,Bruxelles-Capitale,"50,8282151","4,3923952","50,8282151, 4,3923952",Brussels,21005A12-
119,Promotion sociale supérieur,470,Cours de promotion sociale d'Uccle,Cours prom soc Uccle,"http://www,cpsu,be",Avenue De Fré 62A,1180,UCCLE,,,,868,,Avenue De Fré 62A,1180,UCCLE,Bruxelles-Capitale,,,,Hors Brussels,
120,Promotion sociale supérieur,948,Établissement Communal d'Enseignement de Promotion sociale - Gilly,EPS Gilly,"http://www,eceps-gilly,be",Place Jules Destrée 9,6060,GILLY,"50,423502","4,4784387","50,423502, 4,4784387",1757,,Place Jules Destrée 9,6060,GILLY,Charleroi,"50,423502","4,4784387","50,423502, 4,4784387",Hors Brussels,
121,Promotion sociale supérieur,956,Institut provincial supérieur des Sciences sociales et pédagogiques de promotion sociale,"Ip, sup, sc, soc, péd,","http://www,ipsmaps,be",Square Jules Hiérnaux 2,6000,CHARLEROI,"50,4172111","4,4504066","50,4172111, 4,4504066",1778,,Square Jules Hiérnaux 2,6000,CHARLEROI,Charleroi,"50,4172483","4,4484222","50,4172483, 4,4484222",Hors Brussels,
122,Promotion sociale supérieur,974,Établissement Communal d'Enseignement de Promotion sociale - Mont-sur-Marchienne,EPS Mont-sur-Marchienne,,Rue Louise Michel 6,6032,MONT-SUR-MARCHIENNE,"50,3886584","4,405458","50,3886584, 4,405458",1830,,Rue Louise Michel 6,6032,MONT-SUR-MARCHIENNE,Charleroi,"50,3886584","4,405458","50,3886584, 4,405458",Hors Brussels,
123,Promotion sociale supérieur,1217,"Institut Reine Astrid - I,R,A,M,","Inst, Astrid - I,R,A,M,","http://www,iramps,be",Rue Saint-Luc 3,7000,MONS,"50,45493","3,9614681","50,45493, 3,9614681",2391,,Rue Saint Luc 3,7000,MONS,Mons,"50,4549892","3,9615513","50,4549892, 3,9615513",Hors Brussels,
124,Promotion sociale supérieur,1343,Collège technique Saint-Henri,"Collège tech, St-Henri","https://sainthenri-promsoc,be",Avenue Royale 50,7700,MOUSCRON,"50,7465883","3,2211828","50,7465883, 3,2211828",2674,,Avenue Royale 50,7700,MOUSCRON,Tournai-Mouscron,"50,7465883","3,2211828","50,7465883, 3,2211828",Hors Brussels,
125,Promotion sociale supérieur,1345,Institut d'enseignement de promotion sociale de la Communauté française,"I,E,P,S,C,F,","http://www,iepsm,be",Place de la Justice 1 Bte 155,7700,MOUSCRON,,,,2694,,Place de la Justice 1 Bte 155,7700,MOUSCRON,Tournai-Mouscron,,,,Hors Brussels,
126,Promotion sociale supérieur,1375,Enseignement de Promotion sociale d'Enghien,"Ens, PS Enghien","http://www,epse,be",Rue du Village 50,7850,MARCQ,,,,2764,,Rue du Village 50,7850,ENGHIEN,Ath,"50,6921197","4,0178162","50,6921197, 4,0178162",Hors Brussels,
127,Promotion sociale supérieur,1420,"Format 21 - Centre de formation continuée ""Gustave Piton""",Format 21- Gustave Piton,"https://www,lalouviere,be/ma-ville/enseignement/enseignement-communal/promotion-sociale/format21",Jean-Baptiste Berger 1,7100,LA LOUVIERE,,,,2852,,Jean-Baptiste Berger 1,7100,LA LOUVIERE,La Louvière,,,,Hors Brussels,
128,Promotion sociale supérieur,1481,Cours industriels et commerciaux,"Cours ind, com,","http://www,eic-ecaussinnes,be",Rue Ernest Martel 6,7190,ECAUSSINNES-D'ENGHIEN,,,,2983,,Rue Ernest Martel 6,7190,ECAUSSINNES-D'ENGHIEN,Soignies,,,,Hors Brussels,
129,Promotion sociale supérieur,1571,Institut d'enseignement de promotion sociale de la Communauté française,"I,E,P,S,C,F,","http://www,thuinpromsoc,be",Grand'Rue 52,6530,THUIN,"50,3400752","4,2953753","50,3400752, 4,2953753",3142,,Grand'Rue 52,6530,THUIN,Thuin,"50,3400752","4,2953753","50,3400752, 4,2953753",Hors Brussels,
130,Promotion sociale supérieur,1737,Institut provincial d'enseignement de promotion sociale de Wallonie picarde,IP PS Wallonie picarde,"http://www,etudierenhainaut,be",Rue Paul Pastur 2,7500,TOURNAI,"50,6093298","3,4035929","50,6093298, 3,4035929",3456,,Rue Paul Pastur 2,7500,TOURNAI,Tournai-Mouscron,"50,6107796","3,4031906","50,6107796, 3,4031906",Hors Brussels,
131,Promotion sociale supérieur,1782,Institut provincial d'enseignement de promotion sociale de Huy-Waremme,IP prom soc Huy-Waremme,"https://www,provincedeliege,be/",Quai de Compiègne 4,4500,HUY,"50,5262122","5,2396851","50,5262122, 5,2396851",3549,,Quai de Compiègne 4,4500,HUY,Huy,"50,5262122","5,2396851","50,5262122, 5,2396851",Hors Brussels,
132,Promotion sociale supérieur,2021,Institut Saint-Laurent - Promotion sociale,"Inst, St-Laurent prom soc","http://www,isl,be",Rue Saint-Laurent 33,4000,LIEGE,,,,3972,,Rue Saint-Laurent 33,4000,LIEGE,Liège,,,,Hors Brussels,
133,Promotion sociale supérieur,2051,Cours pour éducateurs en fonction,Cours éducateurs,"http://www,cpse-liege,be",Rue des Fortifications 25,4030,GRIVEGNEE,,,,6357,,Rue des Fortifications 25,4030,GRIVEGNEE,Liège,,,,Hors Brussels,
134,Promotion sociale supérieur,2053,Ecole des Femmes prévoyantes socialistes de Liège,Ecole FPS Liège,"https://www,ecolesfps,be/",Quai du Longdoz 22,4020,LIEGE,,,,4076,,Quai du Longdoz 22,4020,LIEGE,Liège,,,,Hors Brussels,
135,École supérieure des Arts,2066,Conservatoire royal de musique de Liège,CRL,"http://www,crlg,be",Boulevard Piercot 29,4000,LIEGE,"50,635406","5,570046","50,635406, 5,570046",4146,Domaine de la musique,Rue Forgeur 14,4000,LIEGE,Liège,"50,634751","5,5709104","50,634751, 5,5709104",Hors Brussels,
136,Promotion sociale supérieur,2151,Institut provincial d'enseignement secondaire de promotion sociale,IPES prom soc,"http://www,provincedeliege,be/fr/enseignement/promotionsociale/fr/ipepsjemeppe",Quai des Carmes 43,4101,JEMEPPE-SUR-MEUSE,"50,61861","5,5144125","50,61861, 5,5144125",6610,,Quai des Carmes 43,4101,JEMEPPE-SUR-MEUSE,Liège,"50,61861","5,5144125","50,61861, 5,5144125",Hors Brussels,
137,Promotion sociale supérieur,2342,Institut d'enseignement de promotion sociale de la Communauté française de Dison,"I,E,P,S,C,F, de Dison","http://www,promotionsocialedison,be",Avenue Jardin Ecole 87,4820,DISON,"50,605262","5,8477393","50,605262, 5,8477393",9398,,Avenue Jardin Ecole 87,4820,DISON,Verviers,"50,605262","5,8477393","50,605262, 5,8477393",Hors Brussels,
138,Promotion sociale supérieur,2542,Institut d'enseignement de promotion sociale de la Communauté française,"I,E,P,S,C,F,","http://www,promotion-social,com",Rue Chasseurs Ardennais 1,6690,VIELSALM,,,,5100,,Rue Chasseurs Ardennais 1,6690,VIELSALM,Bastogne,,,,Hors Brussels,
139,Promotion sociale supérieur,2713,Institut d'enseignement de promotion sociale de la Communauté française,"I,E,P,S,C,F,","http://www,iepslibramont,be",Avenue Herbofin 39,6800,LIBRAMONT,"49,9205385","5,3841054","49,9205385, 5,3841054",5378,,Avenue Herbofin 39,6800,LIBRAMONT,Neufchâteau,"49,9205385","5,3841054","49,9205385, 5,3841054",Hors Brussels,
140,Promotion sociale supérieur,3006,Institut d'enseignement de promotion sociale de la Communauté française - Cadets,"I,E,P,S,C,F, - Cadets","http://www,iepscf-namur,be",Pl de l'Ecole des Cadets 6,5000,NAMUR,,,,5965,,Pl de l'Ecole des Cadets 6,5000,NAMUR,Namur,,,,Hors Brussels,
141,Promotion sociale supérieur,3011,Ecole industrielle et commerciale de la Ville de Namur,"Ec, ind, et com, Namur","http://www,eicvn,namur,be",Rue Pepin 2B,5000,NAMUR,,,,5974,,Rue Pepin 2B,5000,NAMUR,Namur,,,,Hors Brussels,
142,Promotion sociale supérieur,3012,Institut Provincial de Formation Sociale,"Institut Prov,de Form,Soc","http://www,ipfs,be",Rue Henri Blès 188-190,5000,NAMUR,"50,4653563","4,8391675","50,4653563, 4,8391675",5975,,Rue Henri Blès 188-190,5000,NAMUR,Namur,"50,4653563","4,8391675","50,4653563, 4,8391675",Hors Brussels,
143,Promotion sociale supérieur,3106,Ecole communale de promotion sociale,"Ec, com, prom, soc,","https://www,couvin,be/",Rue des Bercet 4,5660,COUVIN,"50,0527931","4,4961808","50,0527931, 4,4961808",6169,,RUE DU BERCET 4,5660,COUVIN,Philippeville,"50,0526696","4,4944237","50,0526696, 4,4944237",Hors Brussels,
144,Université,5223,Université libre de Bruxelles,ULB,"http://www,ulb,be",Avenue Franklin Roosevelt 50,1050,IXELLES,"50,8119483","4,3826169","50,8119483, 4,3826169",10501,Campus ULB-Charleroi-Gosselies,Avenue Georges Lemaître 19,6041,GOSSELIES,Charleroi,"50,4717799","4,4674995","50,4717799, 4,4674995",Hors Brussels,
145,Université,5224,Université catholique de Louvain,UCLouvain,"http://www,uclouvain,be",Place de l'Université 1,1348,LOUVAIN-LA-NEUVE,"50,6697997","4,6156285","50,6697997, 4,6156285",10505,Campus Charleroi,Boulevard Emile Devreux 6,6000,CHARLEROI,Charleroi,"50,4081231","4,448293","50,4081231, 4,448293",Hors Brussels,
146,Université,5231,Université de Mons,UMONS,"http://www,umons,ac,be",Place du Parc 20,7000,MONS,"50,4586645","3,9521552","50,4586645, 3,9521552",10498,Charleroi,Boulevard Joseph II 38,6000,CHARLEROI,Charleroi,"50,4147175","4,4508741","50,4147175, 4,4508741",Hors Brussels,
147,Haute École,5759,Haute École de la Province de Liège,HEPL,"http://www,provincedeliege,be/hauteecole",Avenue Montesquieu 6,4101,JEMEPPE-SUR-MEUSE,"50,6186339","5,5152977","50,6186339, 5,5152977",4005,Campus Croisiers,Rue des Croisiers 15,4000,LIEGE,Liège,"50,6391627","5,5754404","50,6391627, 5,5754404",Hors Brussels,
148,Haute École,5759,Haute École de la Province de Liège,HEPL,"http://www,provincedeliege,be/hauteecole",Avenue Montesquieu 6,4101,JEMEPPE-SUR-MEUSE,"50,6186339","5,5152977","50,6186339, 5,5152977",8189,Parc des Marêts,Rue Peetermans 80,4100,SERAING,Liège,"50,6108448","5,5105347","50,6108448, 5,5105347",Hors Brussels,
149,Haute École,5964,Haute École Libre Mosane,HELMo,"http://www,helmo,be",Mont Saint-Martin 41,4000,LIEGE,"50,6445277","5,565953","50,6445277, 5,565953",9231,HELMo Verviers,Rue de Stembert 90,4800,VERVIERS,Verviers,"50,591792","5,8705103","50,591792, 5,8705103",Hors Brussels,
150,Haute École,5964,Haute École Libre Mosane,HELMo,"http://www,helmo,be",Mont Saint-Martin 41,4000,LIEGE,"50,6445277","5,565953","50,6445277, 5,565953",10619,Campus de l'Ourthe,Quai du Condroz 28,4031,ANGLEUR,Liège,"50,6189904","5,5881196","50,6189904, 5,5881196",Hors Brussels,
151,Haute École,21409,Haute École Lucia de Brouckère,HELdB,"http://www,heldb,be",Avenue Emile Gryson 1,1070,ANDERLECHT,"50,815497","4,2946619","50,815497, 4,2946619",9088,Campus de Jodoigne,Chaussée de Tirlemont 85,1370,JODOIGNE,Nivelles,"50,7285462","4,8760463","50,7285462, 4,8760463",Hors Brussels,
152,Haute École,22003,Haute École Galilée,HEG,"http://www,galilee,be",Rue Royale 336,1030,SCHAERBEEK,"50,8582322","4,3680852","50,8582322, 4,3680852",10491,Galileo,Rue Royale 336,1030,SCHAERBEEK,Bruxelles-Capitale,"50,8582322","4,3680852","50,8582322, 4,3680852",Brussels,21015A05-
153,Haute École,22004,Haute École Léonard de Vinci,HE Vinci,"http://www,vinci,be",Place de l'Alma 2,1200,WOLUWE-SAINT-LAMBERT,"50,849913","4,4537721","50,849913, 4,4537721",10486,SE-ISEI (Louvain-la-Neuve),Rue du Traité de Rome 1,1348,LOUVAIN-LA-NEUVE,Nivelles,"50,6701638","4,6117795","50,6701638, 4,6117795",Hors Brussels,
154,Haute École,22005,Haute École Ephec,EPHEC,"http://www,ephec,be",Avenue Konrad Adenauer 3,1200,WOLUWE-SAINT-LAMBERT,"50,8501243","4,4487108","50,8501243, 4,4487108",9116,Implantation de Woluwe,Avenue Konrad Adenauer 3,1200,WOLUWE SAINT-LAMBERT,Bruxelles-Capitale,"50,8501243","4,4487108","50,8501243, 4,4487108",Brussels,21018A87-
155,Haute École,22006,Haute Ecole ICHEC - ECAM - ISFSC,HE ICHEC - ECAM - ISFSC,"http://www,he-ichec-isfsc,be",Boulevard Brand Whitlock 6,1150,WOLUWE-SAINT-PIERRE,"50,8384717","4,4085494","50,8384717, 4,4085494",10620,ECAM,Promenade de l'Alma 50,1200,WOLUWE SAINT-LAMBERT,Bruxelles-Capitale,"50,8497784","4,4538043","50,8497784, 4,4538043",Brussels,21018A87-
