,Coord,PKUID,OBJECTID,CD_SECTOR,TX_SECTOR_DESCR_FR,CD_SUB_MUNTY,CD_MUNTY_REFNIS,TX_MUNTY_DESCR_FR,CD_DSTR_REFNIS,TX_ADM_DSTR_DESCR_FR,CD_RGN_REFNIS,TX_RGN_DESCR_FR,CD_NUTS1,CD_NUTS2,CD_NUTS3
23,"144718.1718999967,168737.73440000042 144732.5781000033,168715.32809999958 144739.6718999967,168704.70309999958 144740.2968999967,168703.76559999958 144799.8125,168614.48440000042 144828.625,168632.07809999958 144852.6406000033,168596.82809999958 144816.3593999967,168583.64059999958 144780.96880000085,168570.76559999958 144597.0,168502.14059999958 144474.6875,168455.20309999958 144436.9218999967,168515.45309999958 144401.7343999967,168561.39059999958 144415.4375,168570.53130000085 144484.7968999967,168612.51559999958 144569.65630000085,168667.26559999958 144666.3906000033,168727.48440000042 144706.6875,168753.40630000085 144718.1718999967,168737.73440000042",2292,2021,21001A401,ARBORETUM,21001A4,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
24,"144489.6875,168900.73440000042 144535.2968999967,168925.67190000042 144629.125,168791.23440000042 144687.53130000085,168779.54690000042 144706.6875,168753.40630000085 144666.3906000033,168727.48440000042 144569.65630000085,168667.26559999958 144484.7968999967,168612.51559999958 144415.4375,168570.53130000085 144401.7343999967,168561.39059999958 144377.1093999967,168544.98440000042 144242.2343999967,168458.17190000042 144216.1718999967,168510.29690000042 144110.4218999967,168490.34380000085 144072.5156000033,168584.10940000042 143996.7031000033,168562.17190000042 143956.7968999967,168558.17190000042 143907.78130000085,168555.67190000042 143909.0781000033,168588.10940000042 143919.1093999967,168701.01559999958 143919.90630000085,168711.79690000042 143934.84380000085,168709.8125 144052.5625,168749.71880000085 144168.28130000085,168787.625 144208.1875,168801.59380000085 144252.0781000033,168823.54690000042 144341.8593999967,168893.375 144383.7656000033,168933.28130000085 144440.125,168976.3125 144489.6875,168900.73440000042",2293,2022,21001A41-,ROMAIN ROLLAND,21001A4,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
25,"144569.7968999967,169228.07809999958 144615.2968999967,169206.01559999958 144699.3906000033,169177.75 144733.1718999967,169164.65630000085 144535.2968999967,168925.67190000042 144489.6875,168900.73440000042 144440.125,168976.3125 144418.1406000033,169042.35940000042 144406.46880000085,169105.15630000085 144416.6875,169144.57809999958 144440.4375,169182.17190000042 144480.2031000033,169245.3125 144569.7968999967,169228.07809999958",2294,2023,21001A42-,KAT,21001A4,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
26,"145029.1875,168836.5 145140.5468999967,168704.46880000085 145035.03130000085,168664.20309999958 144909.4531000033,168617.48440000042 144852.6406000033,168596.82809999958 144828.625,168632.07809999958 144799.8125,168614.48440000042 144740.2968999967,168703.76559999958 144739.6718999967,168704.70309999958 144732.5781000033,168715.32809999958 144718.1718999967,168737.73440000042 144706.6875,168753.40630000085 144717.4843999967,168760.34380000085 144763.1093999967,168791.375 144878.09380000085,168860.71880000085 144956.2343999967,168909.4375 145029.1875,168836.5",2295,2024,21001A43-,VAN BEETHOVEN,21001A4,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
27,"144833.53130000085,168556.15630000085 144912.375,168430.59380000085 144934.28130000085,168410.15630000085 145023.21880000085,168350.1875 144989.4218999967,168316.84380000085 144941.96880000085,168273.04690000042 144918.25,168256.625 144885.3906000033,168225.59380000085 144861.1406000033,168189.70309999958 144823.2343999967,168199.59380000085 144761.2968999967,168214.64059999958 144677.34380000085,168236.54690000042 144600.6875,168256.625 144587.90630000085,168282.17190000042 144558.7031000033,168287.64059999958 144495.7343999967,168300.42190000042 144497.5625,168338.75 144492.09380000085,168395.32809999958 144488.4375,168422.70309999958 144474.6875,168455.20309999958 144597.0,168502.14059999958 144780.96880000085,168570.76559999958 144816.3593999967,168583.64059999958 144833.53130000085,168556.15630000085",2296,2025,21001A441,DOCTEUR ROUX,21001A4,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
28,"144488.4375,168422.70309999958 144492.09380000085,168395.32809999958 144497.5625,168338.75 144495.7343999967,168300.42190000042 144558.7031000033,168287.64059999958 144587.90630000085,168282.17190000042 144600.6875,168256.625 144677.34380000085,168236.54690000042 144761.2968999967,168214.64059999958 144823.2343999967,168199.59380000085 144861.1406000033,168189.70309999958 144792.3125,168019.03130000085 144740.875,167898.03130000085 144726.6875,167856.79690000042 144641.3906000033,167909.78130000085 144588.40630000085,167952.42190000042 144636.21880000085,168067.4375 144633.375,168068.35940000042 144633.9531000033,168070.95309999958 144554.6093999967,168105.40630000085 144533.71880000085,168114.79690000042 144527.4531000033,168114.79690000042 144522.28130000085,168103.9375 144347.8281000033,168141.07809999958 144358.3281000033,168177.4375 144332.78130000085,168175.67190000042 144332.59380000085,168219.15630000085 144359.625,168228.375 144371.34380000085,168232.375 144399.0781000033,168241.20309999958 144415.25,168259.17190000042 144413.4531000033,168313.07809999958 144420.6406000033,168386.75 144414.4218999967,168427.82809999958 144424.71880000085,168433.51559999958 144474.6875,168455.20309999958 144488.4375,168422.70309999958",2297,2026,21001A451,VENIZELOS,21001A4,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
29,"145210.2343999967,168640.84380000085 145267.125,168574.375 145190.1875,168504.82809999958 145120.8281000033,168440.95309999958 145067.90630000085,168391.67190000042 145023.21880000085,168350.1875 144934.28130000085,168410.15630000085 144912.375,168430.59380000085 144833.53130000085,168556.15630000085 144816.3593999967,168583.64059999958 144852.6406000033,168596.82809999958 144909.4531000033,168617.48440000042 145035.03130000085,168664.20309999958 145140.5468999967,168704.46880000085 145210.2343999967,168640.84380000085",2298,2027,21001A472,STADE COMMUNAL - INDUSTRIE,21001A4,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
30,"144436.9218999967,168515.45309999958 144474.6875,168455.20309999958 144424.71880000085,168433.51559999958 144414.4218999967,168427.82809999958 144369.375,168402.98440000042 144340.03130000085,168386.79690000042 144312.65630000085,168359.42190000042 144217.6718999967,168290.6875 144146.2031000033,168205.28130000085 144099.1406000033,168154.73440000042 144097.3906000033,168142.53130000085 144078.9843999967,168126.70309999958 144028.5625,168108.375 144020.78130000085,168105.54690000042 144021.40630000085,168110.73440000042 144022.125,168116.625 144022.4531000033,168161.70309999958 144018.15630000085,168164.28130000085 144017.21880000085,168186.10940000042 143943.4843999967,168295.84380000085 143948.1406000033,168296.28130000085 143992.0156000033,168300.42190000042 144026.6875,168320.5 144097.875,168366.125 144158.09380000085,168402.625 144218.3281000033,168442.78130000085 144242.2343999967,168458.17190000042 144377.1093999967,168544.98440000042 144401.7343999967,168561.39059999958 144436.9218999967,168515.45309999958",2299,2028,21001A492,ETANGS - PARC,21001A4,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
31,"144110.4218999967,168490.34380000085 144216.1718999967,168510.29690000042 144242.2343999967,168458.17190000042 144218.3281000033,168442.78130000085 144158.09380000085,168402.625 144097.875,168366.125 144026.6875,168320.5 143992.0156000033,168300.42190000042 143948.1406000033,168296.28130000085 143924.125,168334.70309999958 143906.5625,168404.95309999958 143906.5625,168440.78130000085 143906.5625,168525.39059999958 143907.78130000085,168555.67190000042 143956.7968999967,168558.17190000042 143996.7031000033,168562.17190000042 144072.5156000033,168584.10940000042 144110.4218999967,168490.34380000085",2300,2029,21001A503,VIVES,21001A5,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
32,"144022.6406000033,169242.53130000085 144018.6406000033,169174.6875 144102.4375,169170.70309999958 144170.28130000085,169168.70309999958 144403.71880000085,169208.60940000042 144440.4375,169182.17190000042 144416.6875,169144.57809999958 144406.46880000085,169105.15630000085 144418.1406000033,169042.35940000042 144440.125,168976.3125 144383.7656000033,168933.28130000085 144341.8593999967,168893.375 144252.0781000033,168823.54690000042 144208.1875,168801.59380000085 144168.28130000085,168787.625 144052.5625,168749.71880000085 143934.84380000085,168709.8125 143919.90630000085,168711.79690000042 143917.9375,168712.0625 143941.6875,169135.0625 143952.1718999967,169246.26559999958 143952.3593999967,169248.23440000042 144022.6406000033,169242.53130000085",2301,2030,21001A51-,SCHERDEMAAL,21001A5,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
33,"144829.71880000085,169432.67190000042 144829.71880000085,169398.625 144842.7968999967,169269.70309999958 144843.25,169261.29690000042 144842.4375,169260.17190000042 144797.8906000033,169214.46880000085 144796.9531000033,169212.9375 144792.65630000085,169205.89059999958 144769.7031000033,169162.59380000085 144733.1718999967,169164.65630000085 144699.3906000033,169177.75 144615.2968999967,169206.01559999958 144569.7968999967,169228.07809999958 144480.2031000033,169245.3125 144440.4375,169182.17190000042 144403.71880000085,169208.60940000042 144170.28130000085,169168.70309999958 144102.4375,169170.70309999958 144018.6406000033,169174.6875 144022.6406000033,169242.53130000085 143952.3593999967,169248.23440000042 143952.1718999967,169246.26559999958 143931.65630000085,169247.96880000085 143932.28130000085,169251.90630000085 143955.4375,169399.35940000042 143979.7968999967,169396.92190000042 144145.3125,169369.32809999958 144270.3281000033,169343.46880000085 144311.7031000033,169343.46880000085 144356.53130000085,169350.375 144485.84380000085,169379.67190000042 144603.09380000085,169414.15630000085 144665.1718999967,169433.125 144785.8593999967,169464.17190000042 144789.78130000085,169466.84380000085 144816.90630000085,169475.15630000085 144818.6875,169475.70309999958 144829.71880000085,169479.09380000085 144829.71880000085,169432.67190000042",2302,2031,21001A52-,SCHERDEMAEL-NORD,21001A5,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
34,"144769.7031000033,169162.59380000085 144778.78130000085,169135.8125 144807.9843999967,169071.5625 144837.1875,169037.98440000042 144886.8281000033,168981.04690000042 144956.2343999967,168909.4375 144878.09380000085,168860.71880000085 144763.1093999967,168791.375 144717.4843999967,168760.34380000085 144706.6875,168753.40630000085 144687.53130000085,168779.54690000042 144629.125,168791.23440000042 144535.2968999967,168925.67190000042 144733.1718999967,169164.65630000085 144769.7031000033,169162.59380000085",2303,2032,21001A53-,NELLIE MELBA,21001A5,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
35,"144420.6406000033,168386.75 144413.4531000033,168313.07809999958 144415.25,168259.17190000042 144399.0781000033,168241.20309999958 144371.34380000085,168232.375 144359.625,168228.375 144332.59380000085,168219.15630000085 144332.78130000085,168175.67190000042 144358.3281000033,168177.4375 144347.8281000033,168141.07809999958 144522.28130000085,168103.9375 144527.4531000033,168114.79690000042 144533.71880000085,168114.79690000042 144554.6093999967,168105.40630000085 144633.9531000033,168070.95309999958 144633.375,168068.35940000042 144636.21880000085,168067.4375 144588.40630000085,167952.42190000042 144641.3906000033,167909.78130000085 144726.6875,167856.79690000042 144714.9375,167827.875 144695.5,167780.04690000042 144604.75,167565.25 144578.1093999967,167500.23440000042 144501.8906000033,167314.17190000042 144491.15630000085,167285.23440000042 144444.4843999967,167159.40630000085 144415.1875,167208.4375 144352.9531000033,167288.59380000085 144318.0468999967,167337.64059999958 144222.78130000085,167481.29690000042 144200.75,167515.15630000085 144192.4218999967,167515.15630000085 144126.625,167624.0 144086.9218999967,167706.01559999958 144041.9531000033,167780.10940000042 144012.84380000085,167827.73440000042 144012.84380000085,167840.95309999958 144025.625,168058.3125 144028.5625,168108.375 144078.9843999967,168126.70309999958 144097.3906000033,168142.53130000085 144099.1406000033,168154.73440000042 144146.2031000033,168205.28130000085 144217.6718999967,168290.6875 144312.65630000085,168359.42190000042 144340.03130000085,168386.79690000042 144369.375,168402.98440000042 144414.4218999967,168427.82809999958 144420.6406000033,168386.75",2304,2033,21001A552,TREFLE,21001A5,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
36,"146370.7031000033,170847.40630000085 146416.57549999654,170826.03130000085 146416.74589999765,170825.34980000183 146457.5842999965,170804.74320000038 146482.31220000237,170792.37929999828 146507.0401000008,170779.45340000093 146522.58860000223,170773.2714000009 146538.51190000027,170765.21609999985 146565.11309999973,170752.47749999911 146574.02099999785,170748.21070000157 146498.875,170531.57809999958 146440.9843999967,170592.28130000085 146436.9375,170596.51559999958 146431.90630000085,170602.10940000042 146397.7968999967,170640.0 146297.34380000085,170765.98440000042 146227.1718999967,170852.09380000085 146174.5468999967,170848.90630000085 146104.5,170812.34380000085 146101.2656000033,170810.51559999958 146016.7656000033,170762.60940000042 145925.7031000033,170744.21880000085 145903.8593999967,170743.60940000042 145875.25,170742.79690000042 145811.71880000085,170716.21880000085 145802.0625,170712.1875 145800.2656000033,170714.64059999958 145787.8593999967,170775.10940000042 145787.3906000033,170777.04690000042 145777.6718999967,170817.71880000085 145905.625,170833.64059999958 146010.7656000033,170849.8125 146169.7968999967,170870.92190000042 146191.1875,170873.76559999958 146246.625,170880.375 146293.3906000033,170886.04690000042 146370.7031000033,170847.40630000085",2305,2034,21001A712,SCHEUT - DE SMET,21001A7,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
37,"145892.68259999901,171101.42049999908 145900.9450000003,171094.50310000032 145906.70949999988,171092.77380000055 145912.66610000283,171091.23660000041 145928.61450000107,171083.93490000069 145963.20149999857,171067.98649999872 145998.5569999963,171051.65379999951 146023.15209999681,171040.12480000034 146030.89090000093,171036.6596999988 146036.02610000223,171034.36030000076 146052.55099999905,171018.02760000154 146065.76479999721,171003.49240000173 146069.76210000366,170999.09530000016 146104.24700000137,170966.55719999969 146121.84139999747,170949.52129999921 146152.84099999815,170938.90890000015 146159.09849999845,170937.0084999986 146166.04990000278,170934.65210000053 146171.23390000314,170933.35610000044 146183.84059999883,170928.52549999952 146201.04230000079,170922.16319999844 146219.53989999741,170915.32970000058 146234.85649999976,170909.67440000176 146259.12730000168,170901.42700000107 146264.03750000149,170899.97980000079 146275.2968999967,170895.09380000085 146293.3906000033,170886.04690000042 146246.625,170880.375 146191.1875,170873.76559999958 146169.7968999967,170870.92190000042 146010.7656000033,170849.8125 145905.625,170833.64059999958 145777.6718999967,170817.71880000085 145509.5781000033,170784.35940000042 145486.5156000033,170781.875 145120.8281000033,170735.07809999958 145083.4218999967,170730.23440000042 145082.49329999834,170776.58920000121 145101.96790000051,170776.78449999914 145117.41650000215,170776.85669999942 145129.54770000279,170776.9199 145131.27690000087,170776.92889999971 145140.22839999944,170777.0009999983 145144.55969999731,170776.92889999971 145147.80830000341,170776.92889999971 145147.30290000141,170783.20930000022 145146.7976000011,170795.91470000148 145146.2201000005,170809.41409999877 145145.93129999936,170819.59279999882 145146.72540000081,170838.57869999856 145147.15860000253,170844.71480000019 145147.51950000226,170853.88280000165 145147.01420000196,170872.5077 145147.37510000169,170875.39530000091 145149.2520999983,170888.02849999815 145146.43670000136,170916.11019999906 145145.42599999905,170928.0214000009 145145.1371999979,170928.88769999892 145145.11320000142,170928.87379999831 145144.84589999914,170929.40639999881 145143.11150000244,170953.6875 145141.08810000122,170978.54670000076 145148.8927000016,170977.10139999911 145160.16610000283,170974.7890000008 145163.34570000321,170972.76550000161 145172.59570000321,170966.40619999915 145181.84560000151,170959.46869999915 145188.37659999728,170954.67500000075 145192.21790000051,170951.74819999933 145196.24220000207,170947.26669999957 145199.0775000006,170943.79120000079 145202.44030000269,170936.78000000119 145208.77229999751,170923.57840000093 145210.60149999708,170920.01139999926 145211.69900000095,170917.99929999933 145214.80870000273,170914.06650000066 145218.28419999778,170909.12759999931 145224.320600003,170906.3838 145228.9851000011,170904.37159999833 145240.96639999747,170904.55460000038 145257.15500000119,170904.73750000075 145267.58150000125,170905.01190000027 145282.672499999,170905.28620000184 145291.54410000145,170905.46920000017 145294.47089999914,170905.46920000017 145300.23290000111,170904.82889999822 145312.39720000327,170903.82290000096 145329.77470000088,170903.27409999818 145338.7378000021,170903.09120000154 145341.11580000073,170902.99969999865 145344.13400000334,170896.96330000088 145355.56660000235,170878.39680000022 145359.40789999813,170871.81170000136 145361.2370999977,170868.70199999958 145362.59359999746,170866.32820000127 145365.59380000085,170865.20309999958 145395.0,170863.90630000085 145415.20899999887,170871.35440000147 145429.41279999912,170873.79809999838 145438.36,170875.86279999837 145450.36110000312,170882.85000000149 145452.97429999709,170884.44700000063 145460.7654,170888.70549999923 145472.84210000187,170900.27219999954 145496.05919999629,170922.50899999961 145504.66219999641,170934.09430000186 145505.92390000075,170935.77189999819 145510.22540000081,170939.04100000113 145516.07549999654,170943.77270000055 145522.01150000095,170948.84849999845 145526.055,170952.11760000139 145532.67930000275,170957.62350000069 145537.1528000012,170961.32279999927 145541.8844999969,170965.3662 145543.43299999833,170966.65670000017 145551.7779000029,170971.81850000098 145555.133100003,170973.88320000097 145557.81080000103,170975.59569999948 145561.24660000205,170977.91849999875 145572.37669999897,170984.9353 145585.79800000042,170993.19049999863 145611.28830000013,171009.5044 145621.48449999839,171016.23380000144 145627.19430000335,171019.29270000011 145629.23349999636,171020.31230000034 145642.69250000268,171030.50840000063 145650.44150000066,171035.8104000017 145653.50039999932,171038.2575000003 145655.74350000173,171039.55750000104 145670.12009999901,171044.60460000113 145674.28519999981,171044.2575000003 145690.30839999765,171042.92220000178 145693.97909999639,171045.06340000033 145696.23489999771,171047.47700000182 145697.00919999927,171048.07919999957 145702.34309999645,171048.59540000185 145704.14970000088,171050.31599999964 145705.95629999787,171052.46680000052 145712.752700001,171056.2520999983 145714.55929999799,171057.62860000134 145723.24840000272,171066.31760000065 145727.68580000103,171070.82330000028 145728.09380000085,171071.0 145745.5,171055.29690000042 145779.90630000085,171072.29690000042 145812.02359999716,171084.69139999896 145821.01079999655,171091.04439999908 145836.38279999793,171101.03620000184 145859.63289999962,171102.57339999825 145882.30650000274,171103.91840000078 145892.68259999901,171101.42049999908",2306,2035,21001A72-,OSSEGEM,21001A7,21001,Anderlecht,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
