,Coord,PKUID,OBJECTID,CD_SECTOR,TX_SECTOR_DESCR_FR,CD_SUB_MUNTY,CD_MUNTY_REFNIS,TX_MUNTY_DESCR_FR,CD_DSTR_REFNIS,TX_ADM_DSTR_DESCR_FR,CD_RGN_REFNIS,TX_RGN_DESCR_FR,CD_NUTS1,CD_NUTS2,CD_NUTS3
214,"148028.0156000033,174577.98440000042 148120.6875,174560.15630000085 148204.4375,174535.21880000085 148287.7031000033,174498.5 148311.34380000085,174478.07809999958 148350.5781000033,174461.79690000042 148431.9375,174371.59380000085 148450.90630000085,174337.70309999958 148467.1718999967,174302.46880000085 148480.71880000085,174240.14059999958 148490.21880000085,174161.53130000085 148452.2656000033,174141.20309999958 148463.1093999967,174069.375 148485.65630000085,174050.92190000042 148495.5625,173987.20309999958 148453.2968999967,173987.17190000042 148432.5781000033,173955.26559999958 148430.9843999967,173926.5625 148459.6875,173893.07809999958 148475.625,173862.64059999958 148476.9843999967,173860.04690000042 148472.125,173858.42190000042 148461.28130000085,173854.8125 148434.5468999967,173813.125 148383.78130000085,173751.92190000042 148322.6875,173687.78130000085 148293.6718999967,173654.1875 148266.1718999967,173635.85940000042 148208.1406000033,173596.14059999958 148180.65630000085,173573.23440000042 148151.6406000033,173528.95309999958 148131.78130000085,173469.39059999958 148134.84380000085,173428.15630000085 148134.84380000085,173380.8125 148140.0468999967,173341.6875 148138.5468999967,173341.26559999958 148137.2343999967,173341.26559999958 148122.96880000085,173291.73440000042 148117.7031000033,173302.20309999958 148109.09380000085,173339.70309999958 148118.2968999967,173385.0 148020.40630000085,173435.59380000085 147992.5,173470.90630000085 147981.59380000085,173538.40630000085 147947.90630000085,173699.59380000085 147863.7968999967,174010.0 147879.625,174012.07809999958 147932.2031000033,174019.0 147932.10040000081,174024.6229000017 147940.6624,174027.30900000036 147940.19370000064,174038.37009999901 147939.81880000234,174055.24280000106 147939.53760000318,174071.83439999819 147938.41269999743,174110.36059999838 147938.03779999912,174124.8898999989 147937.47529999912,174150.01159999892 147937.1941,174163.41609999901 147937.0066,174171.9463 147937.1941,174185.53819999844 147935.57710000128,174201.4384999983 147935.08500000089,174209.38280000165 147934.09300000221,174231.99309999868 147934.09300000221,174264.11389999837 147933.71800000221,174285.111099999 147932.84309999645,174327.60550000146 147932.59319999814,174353.85209999979 147931.70440000296,174409.15729999915 147930.51940000057,174480.85159999877 147929.3342999965,174536.54800000042 147929.3342999965,174564.0999 147928.74180000275,174567.95129999891 147928.74180000275,174575.65399999917 147928.71750000119,174584.1576000005 147935.8281000033,174584.4375 148028.0156000033,174577.98440000042",2483,2212,21004E74-,EM. DELVA (RUE),21004E7,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
215,"147681.0625,176699.5625 147559.8125,176633.25 147521.90630000085,176684.40630000085 147352.4843999967,176573.34380000085 147349.8125,176546.57809999958 147323.28130000085,176491.0 147315.6093999967,176476.78130000085 147266.125,176385.04690000042 147209.28130000085,176292.20309999958 147184.65630000085,176254.3125 147041.4375,176398.5 146990.4218999967,176447.29690000042 146921.6093999967,176494.71880000085 146956.7968999967,176515.90630000085 147010.40630000085,176543.5 147069.0,176571.5 147108.40630000085,176602.5 147171.0,176638.20309999958 147244.2968999967,176682.20309999958 147337.2968999967,176731.5 147355.5,176737.29690000042 147390.90630000085,176749.90630000085 147425.7968999967,176764.5 147469.90630000085,176778.70309999958 147512.5,176789.29690000042 147587.0,176803.40630000085 147620.7968999967,176809.92190000042 147681.0625,176699.5625",2484,2213,21004E800,DIVIN JESUS,21004E8,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
216,"147184.65630000085,176254.3125 147279.4531000033,176131.46880000085 147439.75,175938.15630000085 147473.5,175892.26559999958 147535.5781000033,175815.0625 147531.3281000033,175817.40630000085 147504.4843999967,175832.17190000042 147417.875,175861.04690000042 147386.15630000085,175865.42190000042 147294.28130000085,175871.15630000085 147189.0,175877.85940000042 147139.2343999967,175882.64059999958 147106.41089999676,175896.51949999854 147102.28130000085,175898.26559999958 147075.71880000085,175909.48440000042 147073.4531000033,175926.1875 147071.31279999763,175941.92969999835 147071.2968999967,175942.04690000042 147097.7343999967,175978.60940000042 147089.9531000033,176057.78130000085 147073.6875,176169.75 147049.7656000033,176328.625 147041.4375,176398.5 147184.65630000085,176254.3125",2485,2214,21004E81-,DISQUE (RUE DU),21004E8,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
217,"146990.4218999967,176447.29690000042 147041.4375,176398.5 147049.7656000033,176328.625 147073.6875,176169.75 147089.9531000033,176057.78130000085 147097.7343999967,175978.60940000042 147071.2968999967,175942.04690000042 147071.31279999763,175941.92969999835 147060.61569999903,175945.47399999946 147060.2031000033,175946.09380000085 147050.59380000085,175943.0 147036.90630000085,175942.29690000042 146977,175951 146951.90630000085,175955.09380000085 146902.5,175966.79690000042 146852.7031000033,175971.29690000042 146805.40630000085,175973.79690000042 146769.40630000085,175968.90630000085 146718.7031000033,175958.20309999958 146618.2968999967,175930.20309999958 146528.7031000033,175901.79690000042 146468.40630000085,175882.79690000042 146427.0,175872.21880000085 146410.09380000085,175867.90630000085 146363.0,175858.29690000042 146334.59380000085,175851.90630000085 146297.5,175847.90630000085 146258.40630000085,175852.09380000085 146172.2968999967,175871.5 146154.1093999967,175882.28130000085 146138.59380000085,175891.5 146153.7968999967,175900.79690000042 146180.59380000085,175909.20309999958 146238.7968999967,175935.79690000042 146282.2968999967,175956.59380000085 146334.90630000085,175975.90630000085 146418.90630000085,176015.0 146454.40630000085,176028.09380000085 146503.90630000085,176052.0 146559.40630000085,176097.79690000042 146564.0,176094.29690000042 146592.09380000085,176129.20309999958 146624.2031000033,176172.20309999958 146663.2968999967,176224.5 146696.90630000085,176276.20309999958 146728.0,176319.29690000042 146763.7031000033,176362.90630000085 146792.2968999967,176395.20309999958 146831.59380000085,176429.20309999958 146868.40630000085,176459.59380000085 146916.40630000085,176491.59380000085 146921.6093999967,176494.71880000085 146990.4218999967,176447.29690000042",2486,2215,21004E82-,CITE MODELE,21004E8,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
218,"147139.2343999967,175882.64059999958 147189.0,175877.85940000042 147294.28130000085,175871.15630000085 147386.15630000085,175865.42190000042 147417.875,175861.04690000042 147504.4843999967,175832.17190000042 147531.3281000033,175817.40630000085 147709.15630000085,175597.45309999958 147725.1093999967,175575.84380000085 147761.96880000085,175525.90630000085 147778.2031000033,175504.40630000085 147777.2656000033,175496.45309999958 147762.2656000033,175472.07809999958 147740.25,175407.95309999958 147731.6406000033,175372.54690000042 147726.8593999967,175321.82809999958 147727.8125,175260.57809999958 147724.9375,175194.54690000042 147718.9531000033,175172.71880000085 147624.9843999967,175169.4375 147627.3281000033,175175.40630000085 147664.1718999967,175276.84380000085 147668.9531000033,175326.60940000042 147646.9375,175392.64059999958 147616.7968999967,175407.95309999958 147449.3125,175468.25 147302.8906000033,175522.79690000042 147255.3125,175542.75 147271.19380000234,175575.14440000057 147263.93699999899,175576.47789999843 147255.47929999977,175578.28680000082 147253.71930000186,175578.5801 147247.16820000112,175580.38899999857 147239.10159999877,175582.39339999855 147227.7106000036,175585.32669999823 147222.47950000316,175586.54890000075 147211.67520000041,175589.28669999912 147202.4353,175591.68219999969 147194.61309999973,175593.68659999967 147189.87089999765,175594.81109999865 147180.72879999876,175597.2555 147168.55550000072,175600.28660000116 147160.97779999673,175602.29100000113 147153.93789999932,175604.05099999905 147143.42689999938,175606.69099999964 147127.5869999975,175610.74870000035 147120.20480000228,175612.65540000051 147113.01820000261,175614.46429999918 147094.44060000032,175619.20639999956 147081.5829000026,175622.4331 147077.08519999683,175623.60640000179 147068.57859999686,175625.7575000003 147060.2676,175627.85970000178 147045.69879999757,175631.62409999967 147033.86779999733,175634.7041000016 147026.48560000211,175636.51300000027 147018.76120000333,175638.46849999949 147014.60570000112,175639.54399999976 147010.45019999892,175640.66849999875 147008.25020000339,175641.20630000159 147004.27399999648,175642.22480000183 146997.29919999838,175643.78920000046 146999.1895999983,175647.961 147000.58269999921,175651.28649999946 147001.21029999852,175652.7846999988 147004.0132,175659.04239999875 147005.70799999684,175663.55099999905 147006.82639999688,175667.54509999976 147014.67080000043,175683.42370000109 147014.57310000062,175683.62790000066 147016.65900000185,175688.32119999826 147019.5271999985,175694.83960000053 147021.96069999784,175700.40210000053 147024.56809999794,175706.48600000143 147031.6950000003,175722.91250000149 147033.69399999827,175727.69269999862 147036.21440000087,175733.16820000112 147038.47420000285,175738.90439999849 147044.47119999677,175752.46279999986 147047.07850000262,175758.80750000104 147049.25140000135,175763.76150000095 147054.29230000079,175775.40780000016 147060.02859999985,175788.53170000017 147064.2004000023,175798.26590000093 147067.15540000051,175805.13199999928 147073.44210000336,175819.36160000041 147080.36079999804,175835.611099999 147089.15079999715,175855.93800000101 147099.86360000074,175880.3852000013 147106.24310000241,175896.10599999875 147106.41089999676,175896.51949999854 147139.2343999967,175882.64059999958",2487,2216,21004E83-,STIENON (AVENUE),21004E8,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
219,"148169.59380000085,176900.09380000085 148214.2968999967,176897.59380000085 148267.7031000033,176892.0 148314.5,176883.90630000085 148349.09380000085,176872.59380000085 148404.2031000033,176849.29690000042 148441.6875,176834.57809999958 148443.40630000085,176833.90630000085 148466.65630000085,176825.90630000085 148473.2031000033,176796.15630000085 148480.7656000033,176763.53130000085 148484.75,176746.35940000042 148502.3125,176693.65630000085 148515.5,176652.65630000085 148534.53130000085,176604.34380000085 148555.03130000085,176557.5 148572.59380000085,176526.75 148597.4843999967,176478.4375 148637.0,176406.70309999958 148667.0156000033,176364.25 148712.40630000085,176308.625 148741.6875,176272.01559999958 148775.3593999967,176231.03130000085 148820.7343999967,176178.32809999958 148860.2656000033,176147.57809999958 148920.28130000085,176102.20309999958 148971.53130000085,176069.98440000042 149002.2656000033,176052.42190000042 149064.4843999967,176029.0 149153.7968999967,175989.46880000085 149159.7031000033,175987.5 149247.4375,175953.35940000042 149269.3906000033,175941.5 149306.4375,175921.46880000085 149313.8125,175919.625 149356.6875,175908.1875 149293.6875,175884.79690000042 149228.2968999967,175870.4375 149192.7968999967,175880.57809999958 149176.625,175885.20309999958 149152.8125,175898.8125 149117.15630000085,175912.60940000042 149086.1093999967,175921.8125 149061.375,175897.65630000085 149024.5781000033,175880.40630000085 148994.6718999967,175873.5 148953.2656000033,175885.01559999958 148917.6093999967,175912.60940000042 148906.1093999967,175939.0625 148862.40630000085,175929.85940000042 148808.34380000085,175898.8125 148745.0781000033,175860.85940000042 148710.5781000033,175840.15630000085 148663.4218999967,175802.20309999958 148592.6875,175728.57809999958 148546.6875,175691.78130000085 148521.375,175673.375 148483.4218999967,175671.07809999958 148409.8125,175633.125 148361.7656000033,175583.98440000042 148303.9531000033,175610.84380000085 148132.15630000085,175674.01559999958 148089.09380000085,175672.09380000085 147983.8125,175659.65630000085 147935.0156000033,175661.57809999958 147866.7031000033,175679.09380000085 147857.1093999967,175679.09380000085 147844.1406000033,175679.09380000085 147829.7968999967,175677.48440000042 147820.2343999967,175666.32809999958 147815.0625,175658.0625 147807.2656000033,175645.59380000085 147804.6406000033,175637.51559999958 147802.8281000033,175631.92190000042 147799.09380000085,175617.3125 147785.1406000033,175562.67190000042 147778.2031000033,175504.40630000085 147761.96880000085,175525.90630000085 147725.1093999967,175575.84380000085 147709.15630000085,175597.45309999958 147531.3281000033,175817.40630000085 147535.5781000033,175815.0625 147473.5,175892.26559999958 147439.75,175938.15630000085 147279.4531000033,176131.46880000085 147184.65630000085,176254.3125 147209.28130000085,176292.20309999958 147266.125,176385.04690000042 147315.6093999967,176476.78130000085 147323.28130000085,176491.0 147349.8125,176546.57809999958 147352.4843999967,176573.34380000085 147521.90630000085,176684.40630000085 147559.8125,176633.25 147681.0625,176699.5625 147620.7968999967,176809.92190000042 147678.7968999967,176821.09380000085 147759.90630000085,176835.70309999958 147819.7031000033,176847.5 147826.3281000033,176848.85940000042 147882.5,176860.40630000085 147940.7968999967,176872.79690000042 148030.59380000085,176886.90630000085 148081.7968999967,176895.09380000085 148137.59380000085,176900.79690000042 148169.59380000085,176900.09380000085",2488,2217,21004E8MJ,HEYSEL,21004E8,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
220,"147302.8906000033,175522.79690000042 147449.3125,175468.25 147616.7968999967,175407.95309999958 147646.9375,175392.64059999958 147668.9531000033,175326.60940000042 147664.1718999967,175276.84380000085 147627.3281000033,175175.40630000085 147624.9843999967,175169.4375 147615.09380000085,175169.09380000085 147588.59380000085,175139.90630000085 147553.0,175097.29690000042 147526.40630000085,175072.59380000085 147489.59380000085,175053.40630000085 147451.2968999967,175032.09380000085 147448.09380000085,175040.70309999958 147291.5,174978.90630000085 147282.6406000033,174982.53130000085 147272.2031000033,174986.79690000042 147269.96880000085,174991.8125 147094.2031000033,175387.09380000085 147099.71880000085,175398.78130000085 147103.09380000085,175416.70309999958 147102.7968999967,175439.5 147265.09380000085,175536.0 147254.40630000085,175540.90630000085 147255.3125,175542.75 147302.8906000033,175522.79690000042",2489,2218,21004E8NJ,HOPITAL BRUGMANN,21004E8,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
221,"150196.25,176203.71880000085 150194.65630000085,176141.53130000085 150203.8125,176131.29690000042 150218.25,176103.64059999958 150247.7031000033,176054.95309999958 150303.3281000033,175964.76559999958 150336.9843999967,175950.32809999958 150404.9375,175937.10940000042 150449.5625,175875.70309999958 150451.1093999967,175873.35940000042 150456.1875,175865.65630000085 150445.0156000033,175865.65630000085 150402.21880000085,175854.73440000042 150412.4531000033,175821.0625 150442.2031000033,175731.46880000085 150454.8281000033,175691.79690000042 150464.4531000033,175659.32809999958 150474.0781000033,175622.04690000042 150485.2031000033,175575.15630000085 150513.4531000033,175504.8125 150527.28130000085,175466.32809999958 150543.9375,175426.21880000085 150507.75,175370.125 150493.8125,175336.67190000042 150471.875,175375.71880000085 150459.0156000033,175398.21880000085 150440.84380000085,175429.96880000085 150394.1718999967,175509.46880000085 150374.71880000085,175542.59380000085 150357.6406000033,175572.4375 150348.4218999967,175588.375 150324.3593999967,175625.65630000085 150291.59380000085,175684.57809999958 150259.125,175738.6875 150232.0781000033,175771.15630000085 150185.4843999967,175819.26559999958 150104.3125,175910.04690000042 150051.7031000033,175965.96880000085 150008.40630000085,176006.25 149964.5156000033,176037.51559999958 149874.9375,176092.82809999958 149833.4531000033,176110.85940000042 149803.3906000033,176124.09380000085 149746.1875,176141.73440000042 149712.1718999967,176147.82809999958 149714.6718999967,176149.5 149791.21880000085,176171.82809999958 149859.78130000085,176176.60940000042 150041.5781000033,176192.5625 150075.34380000085,176197.57809999958 150159.5781000033,176210.10940000042 150204.21880000085,176211.6875 150196.25,176203.71880000085",2490,2219,21004F511,AVENUE DES PAGODES,21004F5,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
222,"149672.2031000033,176755.70309999958 150118.375,176518.35940000042 150138.59380000085,176507.59380000085 150167.09380000085,176499.70309999958 150203.7031000033,176491.0 150248.0,176480.29690000042 150288.7968999967,176466.5 150322.90630000085,176450.59380000085 150337.1718999967,176445.67190000042 150321.4218999967,176404.70309999958 150318.1875,176405.17190000042 150303.09380000085,176358.40630000085 150296.71880000085,176342.45309999958 150283.625,176327.1875 150277.2031000033,176320.5 150260.625,176303.26559999958 150243.7968999967,176281.60940000042 150227.5625,176252.75 150220.3593999967,176227.82809999958 150219.4375,176226.90630000085 150217.875,176225.34380000085 150204.21880000085,176211.6875 150159.5781000033,176210.10940000042 150075.34380000085,176197.57809999958 150041.5781000033,176192.5625 149859.78130000085,176176.60940000042 149791.21880000085,176171.82809999958 149714.6718999967,176149.5 149712.1718999967,176147.82809999958 149653.375,176158.35940000042 149627.5156000033,176167.98440000042 149599.8593999967,176204.65630000085 149581.53130000085,176272.59380000085 149576.71880000085,176306.26559999958 149571.90630000085,176352.5625 149571.0,176413.89059999958 149572.8125,176466.20309999958 149517.4218999967,176490.0 149500.0,176495.5 149504.34380000085,176508.53130000085 149499.75,176514.90630000085 149556.875,176644.76559999958 149589.9375,176727.14059999958 149599.75,176752.78130000085 149643.7968999967,176758.0 149672.2031000033,176755.70309999958",2491,2220,21004F522,AVENUE DE VERSAILLES,21004F5,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
223,"151744.2031000033,176202.25 151778.5625,176176.14059999958 151789.21880000085,176171.60940000042 151798.875,176162.26559999958 151799.59380000085,176133.53130000085 151800.46880000085,176098.48440000042 151802.7343999967,176097.09380000085 151842.59380000085,176073.70309999958 151860.6481000036,176064.05719999969 151840.61200000346,176047.36050000042 151802.67689999938,176021.72870000079 151695.02329999954,175947.90900000185 151635.55749999732,175897.67069999874 151558.66200000048,175836.15430000052 151532.00490000099,175810.52250000089 151431.52820000052,175733.62700000033 151403.84579999745,175703.89409999922 151249.68909999728,175547.70910000056 151248.25389999896,175542.00719999894 151205.9843999967,175508.79690000042 151197.6875,175519.625 151113.1718999967,175463.8125 151116.6093999967,175441.5 151122.75,175401.625 151110.0625,175393.76559999958 151089.40630000085,175380.64059999958 151010.2968999967,175330.375 150905.71880000085,175533.10940000042 151030.4531000033,175631.57809999958 151323.9843999967,175857.96880000085 151498.5625,175984.59380000085 151544.6093999967,176015.28130000085 151592.5781000033,176061.32809999958 151610.09380000085,176083.01559999958 151713.59380000085,176206.0 151744.2031000033,176202.25",2492,2221,21004F531,RUE DES FAINES,21004F5,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
224,"152028.4218999967,176008.76559999958 152121.5625,175956.6875 152086.7031000033,175906.20309999958 151894.1875,175656.45309999958 151805.1093999967,175571.39059999958 151729.1718999967,175498.85940000042 151480.15630000085,175301.14059999958 151324.0625,175200.04690000042 151080.8593999967,175034.9375 150629.7031000033,174728.65630000085 150572.3906000033,174837.3125 150595.8125,174866.59380000085 150628.03130000085,174936.85940000042 150633.8906000033,175017.39059999958 150628.03130000085,175058.375 150623.78130000085,175093.5625 150590.4218999967,175159.09380000085 150548.40630000085,175236.45309999958 150697.5781000033,175330.375 150725.40630000085,175362.98440000042 150742.6718999967,175387.92190000042 150767.6093999967,175418.625 150786.7968999967,175445.48440000042 150825.15630000085,175476.17190000042 150905.71880000085,175533.10940000042 151010.2968999967,175330.375 151089.40630000085,175380.64059999958 151110.0625,175393.76559999958 151122.75,175401.625 151116.6093999967,175441.5 151113.1718999967,175463.8125 151197.6875,175519.625 151205.9843999967,175508.79690000042 151248.25389999896,175542.00719999894 151249.68909999728,175547.70910000056 151403.84579999745,175703.89409999922 151431.52820000052,175733.62700000033 151532.00490000099,175810.52250000089 151558.66200000048,175836.15430000052 151635.55749999732,175897.67069999874 151695.02329999954,175947.90900000185 151802.67689999938,176021.72870000079 151840.61200000346,176047.36050000042 151860.6481000036,176064.05719999969 151842.59380000085,176073.70309999958 151802.7343999967,176097.09380000085 151815.7656000033,176101.03130000085 151842.125,176109.14059999958 151854.6718999967,176113.0 151893.6093999967,176115.07809999958 151924.875,176114.46880000085 151949.84380000085,176131.57809999958 152028.4218999967,176008.76559999958",2493,2222,21004F572,MARLY-SUD,21004F5,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
225,"151117.9531000033,176696.46880000085 151155.0625,176660.73440000042 151157.90630000085,176658.0 151156.625,176648.42190000042 151156.9531000033,176645.51559999958 151175.1093999967,176481.17190000042 151182.6406000033,176404.09380000085 151217.84380000085,176371.35940000042 151243.8593999967,176336.07809999958 151287.5156000033,176271.90630000085 151320.1875,176226.79690000042 151366.4531000033,176244.71880000085 151409.0468999967,176131.1875 151376.25,176110.26559999958 151247.5781000033,176070.57809999958 151208.5,176058.54690000042 151175.125,176056.75 151100.5781000033,176055.54690000042 151037.96880000085,176045.21880000085 151003.1406000033,176039.48440000042 150967.5625,176017.96880000085 150943.9531000033,176033.29690000042 150926.5156000033,176060.35940000042 150904.8593999967,176098.84380000085 150883.5156000033,176127.70309999958 150844.4375,176151.14059999958 150816.78130000085,176163.17190000042 150782.5156000033,176175.20309999958 150694.3906000033,176209.20309999958 150755.4218999967,176271.26559999958 150810.1406000033,176382.875 150859.9843999967,176364.45309999958 150953.15630000085,176530.21880000085 150999.2031000033,176606.0625 151039.2968999967,176655.90630000085 151078.2968999967,176714.42190000042 151117.9531000033,176696.46880000085",2494,2223,21004F901,PLACE PETER BENOIT,21004F9,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
226,"151713.59380000085,176206.0 151610.09380000085,176083.01559999958 151592.5781000033,176061.32809999958 151544.6093999967,176015.28130000085 151498.5625,175984.59380000085 151323.9843999967,175857.96880000085 151030.4531000033,175631.57809999958 150905.71880000085,175533.10940000042 150825.15630000085,175476.17190000042 150786.7968999967,175445.48440000042 150767.6093999967,175418.625 150742.6718999967,175387.92190000042 150725.40630000085,175362.98440000042 150697.5781000033,175330.375 150548.40630000085,175236.45309999958 150493.8125,175336.67190000042 150507.75,175370.125 150543.9375,175426.21880000085 150580.5,175474.75 150608.75,175515.03130000085 150628.59380000085,175554.70309999958 150647.2343999967,175581.76559999958 150666.96880000085,175597.39059999958 150672.2968999967,175601.59380000085 150674.84380000085,175603.32809999958 150701.75,175621.67190000042 150770.09380000085,175639.8125 150826.1093999967,175647.29690000042 150863.9843999967,175671.35940000042 150901.8593999967,175704.42190000042 150927.1093999967,175730.875 150947.5625,175764.54690000042 150960.1875,175794.60940000042 150972.5,175827.67190000042 150980.3281000033,175868.5625 150988.1406000033,175903.4375 150994.15630000085,175937.10940000042 150968.75,176017.20309999958 150967.5625,176017.96880000085 151003.1406000033,176039.48440000042 151037.96880000085,176045.21880000085 151100.5781000033,176055.54690000042 151175.125,176056.75 151208.5,176058.54690000042 151247.5781000033,176070.57809999958 151376.25,176110.26559999958 151409.0468999967,176131.1875 151609.21880000085,176190.82809999958 151685.28130000085,176209.46880000085 151713.59380000085,176206.0",2495,2224,21004F91-,CROIX DE GUERRE (AVENUE DES),21004F9,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
227,"150694.3906000033,176209.20309999958 150782.5156000033,176175.20309999958 150816.78130000085,176163.17190000042 150844.4375,176151.14059999958 150883.5156000033,176127.70309999958 150904.8593999967,176098.84380000085 150926.5156000033,176060.35940000042 150943.9531000033,176033.29690000042 150967.5625,176017.96880000085 150968.75,176017.20309999958 150994.15630000085,175937.10940000042 150988.1406000033,175903.4375 150980.3281000033,175868.5625 150972.5,175827.67190000042 150960.1875,175794.60940000042 150947.5625,175764.54690000042 150927.1093999967,175730.875 150901.8593999967,175704.42190000042 150863.9843999967,175671.35940000042 150826.1093999967,175647.29690000042 150770.09380000085,175639.8125 150701.75,175621.67190000042 150674.84380000085,175603.32809999958 150672.2968999967,175601.59380000085 150666.96880000085,175597.39059999958 150647.2343999967,175581.76559999958 150628.59380000085,175554.70309999958 150608.75,175515.03130000085 150580.5,175474.75 150543.9375,175426.21880000085 150527.28130000085,175466.32809999958 150513.4531000033,175504.8125 150485.2031000033,175575.15630000085 150474.0781000033,175622.04690000042 150464.4531000033,175659.32809999958 150454.8281000033,175691.79690000042 150442.2031000033,175731.46880000085 150412.4531000033,175821.0625 150402.21880000085,175854.73440000042 150445.0156000033,175865.65630000085 150456.1875,175865.65630000085 150451.1093999967,175873.35940000042 150449.5625,175875.70309999958 150404.9375,175937.10940000042 150336.9843999967,175950.32809999958 150303.3281000033,175964.76559999958 150247.7031000033,176054.95309999958 150218.25,176103.64059999958 150203.8125,176131.29690000042 150270.8593999967,176132.5 150346.6093999967,176135.51559999958 150396.5156000033,176137.92190000042 150446.71880000085,176139.71880000085 150488.8125,176142.125 150520.0625,176147.53130000085 150552.53130000085,176160.17190000042 150587.40630000085,176179.40630000085 150612.21880000085,176198.40630000085 150637.96880000085,176214.89059999958 150641.15630000085,176214.89059999958 150681.8906000033,176214.89059999958 150694.3906000033,176209.20309999958",2496,2225,21004F922,RUE CHATEAU BEYAERD,21004F9,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
228,"150357.09380000085,176438.79690000042 150382.5,176427.90630000085 150419.7031000033,176417.59380000085 150440.59380000085,176411.20309999958 150467.59380000085,176398.79690000042 150489.0,176388.29690000042 150491.2031000033,176371.59380000085 150522.7031000033,176370.40630000085 150543.59380000085,176366.0 150560.90630000085,176356.59380000085 150578.2968999967,176338.40630000085 150594.7968999967,176319.79690000042 150606.59380000085,176303.09380000085 150615.3593999967,176307.70309999958 150630.40630000085,176280.40630000085 150639.4843999967,176236.71880000085 150639.6875,176234.09380000085 150641.15630000085,176214.89059999958 150637.96880000085,176214.89059999958 150612.21880000085,176198.40630000085 150587.40630000085,176179.40630000085 150552.53130000085,176160.17190000042 150520.0625,176147.53130000085 150488.8125,176142.125 150446.71880000085,176139.71880000085 150396.5156000033,176137.92190000042 150346.6093999967,176135.51559999958 150270.8593999967,176132.5 150203.8125,176131.29690000042 150194.65630000085,176141.53130000085 150196.25,176203.71880000085 150204.21880000085,176211.6875 150217.875,176225.34380000085 150219.4375,176226.90630000085 150220.3593999967,176227.82809999958 150227.5625,176252.75 150243.7968999967,176281.60940000042 150260.625,176303.26559999958 150277.2031000033,176320.5 150283.625,176327.1875 150296.71880000085,176342.45309999958 150303.09380000085,176358.40630000085 150318.1875,176405.17190000042 150321.4218999967,176404.70309999958 150337.1718999967,176445.67190000042 150357.09380000085,176438.79690000042",2497,2226,21004F930,COIN DES CERISES,21004F9,21004,Bruxelles,21000,Arrondissement de Bruxelles-Capitale,4000,R̩gion de Bruxelles-Capitale,BE1,BE10,BE100
